UNITID,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
204945,2,"R",34625,"R",291228,"R",144,"R",6744,"R",42747,"R",662,"R",29195,"R",42031,"R",363314,"R",405345,"R",9963,"R",5905,"R",15868,1,"R",2056,"R",1206,"R",1,"R",410640,1,"R",125934,"R",6500,"R",104726,"R",0,"R",111226,"R",0,"R",81050,"R",81050,"R",728850,602916
204990,2,"R",38140,"R",149656,"R",145,"R",120,"R",850,"R",555,"R",25,"R",38815,"R",150676,"R",189491,"R",260,"R",100,"R",360,1,"R",70,"R",90,"R",0,"R",80596,2,"Z",0,"R",1431,"R",7566,"R",890,"R",9887,"R",16218,"R",13094,"R",29312,"R",119795,119795
205027,2,"R",111903,"R",240062,"R",148,"R",1616,"R",2057,"R",657,"R",33835,"R",114176,"R",276102,"R",390278,"R",3918,"R",3614,"R",7532,1,"R",1739,"R",676,"R",0,"R",172802,1,"R",35546,"R",31429,"R",57145,"R",261,"R",88835,"R",4135,"R",54201,"R",58336,"R",355519,319973
205124,2,"R",15500,"Z",0,"Z",0,"R",3000,"Z",0,"R",0,"Z",0,"R",18500,"R",0,"R",18500,"R",10000,"R",0,"R",10000,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
205179,2,"R",2936,"R",22,"R",5,"R",271,"R",0,"R",686,"R",0,"R",3893,"R",27,"R",3920,"R",194,"R",104,"R",298,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
205203,2,"R",140878,"R",69709,"Z",0,"R",656,"R",138,"R",799,"Z",0,"R",142333,"R",69847,"R",212180,"R",3784,"R",20,"R",3804,1,"R",143,"R",20,"R",0,"R",207599,2,"Z",0,"R",24024,"R",36432,"R",25926,"R",86382,"R",5788,"R",45460,"R",51248,"R",345229,345229
205391,2,"R",808,"R",14207,"R",3,"R",22,"R",1587,"R",405,"R",27,"R",1235,"R",15824,"R",17059,"R",642,"R",4072,"R",4714,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
205443,2,"R",122670,"R",103584,"R",543,"R",4460,"R",1987,"R",140,"R",672,"R",127270,"R",106786,"R",234056,"R",19601,"R",61285,"R",80886,1,"R",4169,"R",2788,"R",0,"R",596118,1,"R",270586,"R",59250,"R",208000,"R",6988,"R",274238,"R",4260,"R",94838,"R",99098,"R",1240040,969454
205470,2,"R",81220,"R",295517,"R",188,"R",2245,"R",49318,"R",1208,"R",45298,"R",84673,"R",390321,"R",474994,"R",12212,"R",44100,"R",56312,1,"R",2242,"R",2778,"R",0,"R",621906,1,"R",157078,"R",73737,"R",163508,"R",0,"R",237245,"R",0,"R",83297,"R",83297,"R",1099526,942448
205513,2,"R",89530,"R",142285,"R",92,"R",43954,"R",0,"R",2965,"R",0,"R",136449,"R",142377,"R",278826,"R",0,"R",0,"R",0,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
205522,2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
205559,2,"R",387,"R",90069,"R",51,"R",0,"R",0,"R",0,"R",0,"R",387,"R",90120,"R",90507,"R",7,"R",11,"R",18,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
205610,2,"R",11971,"R",193007,"R",41,"R",615,"R",3183,"R",11,"R",405,"R",12597,"R",196636,"R",209233,"R",142,"R",13633,"R",13775,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
205647,2,"R",338,"R",193007,"R",41,"R",61,"R",3183,"R",9,"R",405,"R",408,"R",196636,"R",197044,"R",25,"R",13633,"R",13658,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
205841,1,"A",,"R",0,"R",144,"A",,"R",0,"A",,"R",144,"A",,"R",288,"R",288,"A",,"R",129668,"R",129668,2,"A",,"A",,"R",0,"R",173269,1,"R",44644,"R",0,"R",17458,"R",0,"R",17458,"R",0,"R",162870,"R",162870,"R",398241,353597
205887,2,"R",1850,"R",0,"R",1,"R",89,"R",0,"R",19,"R",0,"R",1958,"R",1,"R",1959,"R",57,"R",9810,"R",9867,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
205957,2,"R",143662,"R",254496,"R",131,"R",3710,"R",2057,"R",590,"R",51894,"R",147962,"R",308578,"R",456540,"R",20489,"R",14424,"R",34913,1,"R",3199,"R",4733,"R",0,"R",345000,2,"Z",0,"R",37039,"R",302953,"R",0,"R",339992,"R",0,"R",25300,"R",25300,"R",710292,710292
205966,2,"R",23042,"R",149341,"R",122,"R",1618,"R",153462,"R",688,"R",29195,"R",25348,"R",332120,"R",357468,"R",2724,"R",27203,"R",29927,1,"R",446,"R",40,"R",3,"R",288360,1,"R",98056,"R",16030,"R",84847,"R",4488,"R",105365,"R",0,"R",48274,"R",48274,"R",540055,441999
206011,2,"R",28300,"R",149341,"Z",0,"R",3394,"R",128468,"R",258,"R",76136,"R",31952,"R",353945,"R",385897,"R",1994,"R",3689,"R",5683,1,"R",605,"R",132,"R",0,"R",133633,1,"R",64738,"R",9259,"R",32441,"R",0,"R",41700,"R",0,"R",50693,"R",50693,"R",290764,226026
206048,2,"R",41831,"R",425363,"R",152,"R",273,"R",2057,"R",280,"R",54132,"R",42384,"R",481704,"R",524088,"R",982,"R",20541,"R",21523,1,"R",2890,"R",980,"R",0,"R",128747,2,"Z",0,"R",44411,"R",140581,"R",0,"R",184992,"R",0,"R",31600,"R",31600,"R",345339,345339
206084,2,"R",563687,"R",339697,"R",340,"R",17648,"R",17976,"R",5602,"R",74382,"R",586937,"R",432395,"R",1019332,"R",23852,"R",201440,"R",225292,1,"R",9028,"R",15085,"R",3,"R",3052111,1,"R",1028379,"R",293957,"R",3252707,"R",115588,"R",3662252,"R",5823,"R",440617,"R",446440,"R",8189182,7160803
206154,2,"R",20295,"R",0,"R",45,"R",75,"R",0,"R",37,"R",0,"R",20407,"R",45,"R",20452,"R",402,"R",51,"R",453,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
206215,2,"R",92341,"R",252671,"R",51,"R",4924,"R",2057,"R",1495,"R",27585,"R",98760,"R",282364,"R",381124,"R",2185,"R",687,"R",2872,1,"R",1296,"R",495,"R",0,"R",220379,1,"R",81112,"R",9491,"R",18801,"R",16272,"R",44564,"R",1179,"R",45128,"R",46307,"R",392362,311250
206224,2,"R",2025,"Z",0,"R",53,"R",163,"Z",0,"R",0,"Z",0,"R",2188,"R",53,"R",2241,"R",13,"R",1,"R",14,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
206279,1,"A",,"R",296139,"R",171,"A",,"R",28392,"A",,"R",77317,"A",,"R",402019,"R",402019,"A",,"R",38371,"R",38371,1,"R",208,"R",611,"R",0,"R",199386,1,"R",57000,"R",38145,"R",353155,"R",0,"R",391300,"R",0,"R",24770,"R",24770,"R",672456,615456
206288,2,"R",110682,"R",0,"R",4,"R",9487,"R",0,"R",439,"R",0,"R",120608,"R",4,"R",120612,"R",9959,"R",49753,"R",59712,1,"R",172,"R",125,"R",0,"R",191895,1,"R",42217,"R",12984,"R",29644,"R",65291,"R",107919,"R",2812,"R",4101,"R",6913,"R",348944,306727
206330,2,"R",39386,"R",258004,"R",90,"R",501,"R",2057,"R",240,"R",33129,"R",40127,"R",293280,"R",333407,"R",709,"R",3520,"R",4229,1,"R",1434,"R",2412,"R",0,"R",101155,2,"Z",0,"R",299,"R",12914,"R",14000,"R",27213,"R",0,"R",36000,"R",36000,"R",164368,164368
206349,2,"R",137928,"R",120080,"R",162,"R",8656,"R",59285,"R",902,"R",10334,"R",147486,"R",189861,"R",337347,"R",13046,"R",10404,"R",23450,1,"R",182,"R",177,"R",0,"R",466779,2,"Z",0,"R",15987,"R",91859,"R",1280,"R",109126,"R",0,"R",80129,"R",80129,"R",656034,656034
206394,2,"R",2316,"R",0,"R",1,"R",310,"R",22,"R",65,"R",0,"R",2691,"R",23,"R",2714,"R",96,"R",49,"R",145,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
206437,2,"R",97575,"R",254114,"R",167,"R",3964,"R",17961,"R",995,"R",82413,"R",102534,"R",354655,"R",457189,"R",8386,"R",17776,"R",26162,1,"R",2148,"R",2315,"R",0,"R",343228,1,"R",87735,"R",42896,"R",215033,"R",2338,"R",260267,"R",3710,"R",61908,"R",65618,"R",756848,669113
206446,2,"R",11834,"R",171160,"R",82,"R",389,"R",128468,"R",0,"R",11007,"R",12223,"R",310717,"R",322940,"R",5887,"R",336,"R",6223,1,"R",869,"R",728,"R",0,"R",73020,1,"R",25291,"R",2500,"R",0,"R",13646,"R",16146,"R",0,"R",23858,"R",23858,"R",138315,113024
206491,2,"R",41951,"R",158642,"R",144,"R",401,"R",2057,"R",196,"R",37115,"R",42548,"R",197958,"R",240506,"R",75,"R",573,"R",648,1,"R",92,"R",389,"R",0,"R",88000,1,"R",30000,"R",1500,"R",16000,"R",31000,"R",48500,"R",1000,"R",20000,"R",21000,"R",187500,157500
206507,2,"R",73674,"R",266716,"R",120,"R",2231,"R",7199,"R",566,"R",38660,"R",76471,"R",312695,"R",389166,"R",2860,"R",4911,"R",7771,1,"R",1469,"R",1891,"R",0,"R",261885,2,"Z",0,"R",20808,"R",95466,"R",0,"R",116274,"R",866,"R",48878,"R",49744,"R",427903,427903
206516,2,"R",42350,"R",285706,"R",173,"R",51,"R",0,"R",2,"R",4,"R",42403,"R",285883,"R",328286,"R",2448,"R",504,"R",2952,1,"R",71,"R",27,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
206525,2,"R",303761,"R",114899,"R",195,"R",38721,"R",2025,"R",4271,"R",104062,"R",346753,"R",221181,"R",567934,"R",9754,"R",8425,"R",18179,1,"R",3095,"R",3816,"R",0,"R",622032,1,"R",124658,"R",62702,"R",499264,"R",0,"R",561966,"R",8750,"R",92727,"R",101477,"R",1410133,1285475
206589,2,"R",449991,"R",585473,"R",497,"R",12610,"R",838572,"R",2781,"R",117940,"R",465382,"R",1542482,"R",2007864,"R",17894,"R",133894,"R",151788,1,"R",8241,"R",11820,"R",1,"R",907499,1,"R",208424,"R",460732,"R",767541,"R",43788,"R",1272061,"R",8973,"R",49196,"R",58169,"R",2446153,2237729
206604,2,"R",870406,"R",446609,"R",130,"R",16467,"R",54111,"Z",0,"Z",0,"R",886873,"R",500850,"R",1387723,"R",58129,"R",210083,"R",268212,1,"R",28381,"R",31131,"R",1,"R",3179614,1,"R",1107436,"R",4093343,"R",0,"R",0,"R",4093343,"R",999001,"R",0,"R",999001,"R",9379394,8271958
206613,2,"R",2614,"Z",0,"R",149,"R",967,"R",1,"R",0,"R",0,"R",3581,"R",150,"R",3731,"R",229,"R",443,"R",672,1,"R",150,"R",600,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
206622,2,"R",205646,"R",392278,"R",292,"R",6391,"R",23564,"R",1519,"R",206713,"R",213556,"R",622847,"R",836403,"R",73769,"R",125398,"R",199167,1,"R",7548,"R",11502,"R",0,"R",1012653,1,"R",304505,"R",122706,"R",955658,"R",16404,"R",1094768,"R",2212,"R",182833,"R",185045,"R",2596971,2292466
206695,2,"R",70297,"R",87658,"R",93,"R",41217,"R",68399,"R",94497,"R",42590,"R",206011,"R",198740,"R",404751,"R",49812,"R",38490,"R",88302,1,"R",1285,"R",734,"R",1,"R",1283039,1,"R",441551,"R",87708,"R",857442,"R",0,"R",945150,"R",21295,"R",284454,"R",305749,"R",2975489,2533938
206817,2,"R",35000,"Z",0,"R",43,"R",30,"R",0,"Z",0,"Z",0,"R",35030,"R",43,"R",35073,"R",62,"R",3000,"R",3062,2,"A",,"A",,"R",1,"R",75960,1,"R",5853,"R",5300,"R",38961,"R",0,"R",44261,"R",0,"R",3575,"R",3575,"R",129649,123796
206835,2,"R",54676,"R",65266,"R",50,"R",1018,"R",0,"R",23,"R",19,"R",55717,"R",65335,"R",121052,"R",10105,"R",10000,"R",20105,1,"R",1,"R",196,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
206862,2,"R",90815,"R",222709,"R",70,"R",4884,"R",24975,"R",85,"R",35185,"R",95784,"R",282939,"R",378723,"R",11791,"R",1865,"R",13656,1,"R",116,"R",545,"R",1,"R",240132,2,"Z",0,"R",45363,"R",168280,"R",26785,"R",240428,"R",3924,"R",45878,"R",49802,"R",530362,530362
206914,2,"R",155124,"R",265566,"R",78,"R",8253,"R",200317,"R",94,"R",32198,"R",163471,"R",498159,"R",661630,"R",14509,"R",6169,"R",20678,1,"R",700,"R",1039,"R",0,"R",539313,1,"R",192427,"R",93882,"R",269406,"R",31161,"R",394449,"R",5085,"R",187628,"R",192713,"R",1318902,1126475
206923,2,"R",20165,"R",243,"R",43,"R",463,"Z",0,"R",27,"Z",0,"R",20655,"R",286,"R",20941,"R",2376,"R",4122,"R",6498,1,"R",38,"R",55,"R",1,"R",81463,1,"R",33828,"R",5552,"R",61132,"R",2653,"R",69337,"R",0,"R",17687,"R",17687,"R",202315,168487
206941,2,"R",566958,"R",271883,"R",204,"R",44970,"R",13033,"R",23591,"R",82453,"R",635519,"R",367573,"R",1003092,"R",37094,"R",179241,"R",216335,1,"R",3441,"R",6136,"R",1,"R",2313000,2,"R",0,"R",181976,"R",1626705,"R",100000,"R",1908681,"R",10000,"R",124569,"R",134569,"R",4356250,4356250
206996,2,"R",24341,"R",33242,"R",36,"R",3457,"R",21705,"Z",0,"Z",0,"R",27798,"R",54983,"R",82781,"R",2271,"R",308997,"R",311268,1,"R",44,"R",25,"R",1,"R",123010,1,"R",81868,"R",1229,"R",90694,"R",11745,"R",103668,"R",0,"R",5601,"R",5601,"R",314147,232279
207041,2,"R",182946,"R",25981,"R",75,"R",351901,"R",25,"R",52149,"R",2648,"R",586996,"R",28729,"R",615725,"R",12710,"R",812,"R",13522,1,"R",110,"R",1240,"R",0,"R",527584,1,"R",218253,"R",77204,"R",336106,"R",4012,"R",417322,"R",5000,"R",140645,"R",145645,"R",1308804,1090551
207050,2,"R",47281,"R",57,"R",31,"R",1312,"R",0,"R",72,"R",2,"R",48665,"R",90,"R",48755,"R",27205,"R",3778,"R",30983,1,"R",10,"R",51,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
207069,2,"R",13124,"R",1514,"R",27,"R",897,"R",20979,"R",20815,"R",0,"R",34836,"R",22520,"R",57356,"R",34818,"R",22520,"R",57338,1,"R",47,"R",64,"R",0,"R",87119,1,"R",36257,"R",6749,"R",14856,"R",3652,"R",25257,"R",0,"R",750,"R",750,"R",149383,113126
207157,2,"R",32004,"R",332,"R",36,"R",562,"R",0,"R",38,"R",0,"R",32604,"R",368,"R",32972,"R",352,"R",178,"R",530,1,"R",1,"R",1,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
207209,2,"R",48895,"R",164412,"R",60,"R",655,"R",0,"R",111,"R",23449,"R",49661,"R",187921,"R",237582,"R",4981,"R",1914,"R",6895,1,"R",778,"R",57,"R",1,"R",422574,2,"Z",0,"R",5771,"R",342882,"R",54521,"R",403174,"R",17686,"R",21153,"R",38839,"R",864587,864587
207236,2,"R",16259,"R",181,"R",33,"R",759,"R",5595,"R",0,"Z",0,"R",17018,"R",5809,"R",22827,"R",859,"R",5890,"R",6749,1,"R",86,"R",35,"R",0,"R",104500,1,"R",41800,"R",15721,"R",8600,"R",2000,"R",26321,"R",0,"R",0,"R",0,"R",172621,130821
207254,2,"R",9098,"R",1,"R",26,"R",1647,"R",1,"R",45,"R",5,"R",10790,"R",33,"R",10823,"R",2714,"R",1,"R",2715,1,"R",1,"R",1,"R",1,"R",110082,2,"Z",0,"R",6000,"R",3239,"R",0,"R",9239,"R",0,"R",1300,"R",1300,"R",120621,120621
207263,2,"R",339230,"R",111745,"R",78,"R",67437,"R",3,"R",16403,"R",58449,"R",423070,"R",170275,"R",593345,"R",25905,"R",2793,"R",28698,1,"R",1774,"R",1722,"R",2,"R",1257012,1,"R",499145,"R",41089,"R",794873,"R",0,"R",835962,"R",10381,"R",132886,"R",143267,"R",2735386,2236241
207281,2,"R",42120,"R",0,"R",3,"R",2571,"R",0,"R",151,"R",0,"R",44842,"R",3,"R",44845,"R",727,"R",74,"R",801,1,"R",22,"R",61,"R",1,"R",162946,1,"R",60339,"R",5430,"R",47117,"R",4680,"R",57227,"R",0,"R",20588,"R",20588,"R",301100,240761
207290,2,"R",80328,"Z",0,"R",4,"R",1114,"Z",0,"R",154,"Z",0,"R",81596,"R",4,"R",81600,"R",4349,"R",34,"R",4383,1,"R",30,"R",81,"R",0,"R",116944,1,"R",45542,"R",56465,"R",467,"R",2971,"R",59903,"R",14289,"R",918,"R",15207,"R",237596,192054
207306,2,"R",96645,"R",135000,"R",38,"R",2116,"R",0,"R",32174,"R",1,"R",130935,"R",135039,"R",265974,"R",9387,"R",3415,"R",12802,1,"R",196,"R",459,"R",1,"R",344723,1,"R",149060,"R",7964,"R",73077,"R",64150,"R",145191,"R",774,"R",2184,"R",2958,"R",641932,492872
207315,2,"R",16459,"R",5813,"R",42,"R",1573,"R",551,"R",150,"R",15000,"R",18182,"R",21406,"R",39588,"R",8331,"R",10871,"R",19202,1,"R",620,"R",1234,"R",0,"R",438322,1,"R",169791,"R",520853,"R",0,"R",29458,"R",550311,"R",0,"R",16250,"R",16250,"R",1174674,1004883
207324,2,"R",95389,"R",65143,"R",74,"R",4060,"R",3181,"R",5656,"R",42434,"R",105105,"R",110832,"R",215937,"R",8065,"R",7690,"R",15755,1,"R",385,"R",1459,"R",0,"R",306521,1,"R",63323,"R",22878,"R",152217,"R",0,"R",175095,"R",3583,"R",52493,"R",56076,"R",601015,537692
207342,2,"R",216258,"R",68370,"R",164,"R",6996,"R",0,"R",9457,"R",10165,"R",232711,"R",78699,"R",311410,"R",3152,"R",143831,"R",146983,1,"R",5986,"R",2153,"R",0,"R",1283026,1,"R",414079,"R",120968,"R",2566891,"R",74996,"R",2762855,"R",0,"R",252317,"R",252317,"R",4712277,4298198
207351,2,"R",118949,"R",35123,"R",72,"R",3127,"R",0,"R",2106,"R",186,"R",124182,"R",35381,"R",159563,"R",2835,"R",11952094,"R",11954929,1,"R",105,"R",207,"R",0,"R",222521,1,"R",90141,"R",15217,"R",17034,"R",63184,"R",95435,"R",2027,"R",36023,"R",38050,"R",446147,356006
207388,2,"R",2341116,"R",1478857,"R",684,"R",39291,"R",0,"R",45781,"R",628157,"R",2426188,"R",2107698,"R",4533886,"R",301419,"R",339213,"R",640632,1,"R",28200,"R",11895,"R",4,"R",6040259,1,"R",1885947,"R",375145,"R",6795401,"R",443379,"R",7613925,"R",0,"R",2452513,"R",2452513,"R",17992644,16106697
207397,2,"R",18324,"R",140000,"R",76,"R",660,"R",0,"R",232,"Z",0,"R",19216,"R",140076,"R",159292,"R",2134,"R",442242,"R",444376,1,"R",303,"R",74,"R",0,"R",198154,1,"R",91913,"R",7942,"R",132632,"R",9960,"R",150534,"R",0,"R",13031,"R",13031,"R",453632,361719
207403,2,"R",163793,"R",175296,"R",65,"R",11847,"R",0,"R",76454,"R",186459,"R",252094,"R",361820,"R",613914,"R",15019,"R",66233,"R",81252,1,"R",371,"R",1270,"R",0,"R",453806,1,"R",105083,"R",252927,"R",180694,"R",78307,"R",511928,"R",15000,"R",160000,"R",175000,"R",1245817,1140734
207449,2,"R",85738,"R",11676,"R",37,"R",6711,"R",24018,"R",111,"R",16022,"R",92560,"R",51753,"R",144313,"R",30476,"R",1469,"R",31945,1,"R",823,"R",935,"R",0,"R",445763,1,"R",193590,"R",310658,"R",148715,"R",34611,"R",493984,"R",0,"R",42434,"R",42434,"R",1175771,982181
207458,2,"R",263311,"R",311386,"R",134,"R",46873,"R",2,"R",5543,"R",122158,"R",315727,"R",433680,"R",749407,"R",17946,"R",65107,"R",83053,1,"R",1563,"R",2398,"R",2,"R",1236049,1,"R",242318,"R",103924,"R",298175,"R",9103,"R",411202,"R",5163,"R",294345,"R",299508,"R",2189077,1946759
207500,2,"R",3953828,"R",1282117,"R",312,"R",3634332,"R",5018,"R",71600,"R",129865,"R",7659760,"R",1417312,"R",9077072,"R",79152,"R",855420,"R",934572,1,"R",46787,"R",22928,"R",4,"R",6390435,2,"Z",0,"R",1487107,"R",8443189,"R",797451,"R",10727747,"R",0,"R",2615148,"R",2615148,"R",19733330,19733330
207564,2,"R",10462,"R",130146,"R",31,"R",1565,"R",47724,"R",175,"R",77907,"R",12202,"R",255808,"R",268010,"R",5167,"R",12742,"R",17909,1,"R",130,"R",184,"R",0,"R",163962,1,"R",67838,"R",11582,"R",104841,"R",4942,"R",121365,"R",0,"R",157852,"R",157852,"R",511017,443179
207582,2,"R",230105,"R",182655,"R",134,"R",35415,"R",16,"R",5592,"R",41957,"R",271112,"R",224762,"R",495874,"R",11208,"R",271240,"R",282448,1,"R",2333,"R",1164,"R",0,"R",928312,2,"Z",0,"R",25047,"R",369089,"R",952,"R",395088,"R",2957,"R",102679,"R",105636,"R",1429036,1429036
207625,2,"R",278,"R",13741,"R",74,"R",27,"R",2348083,"R",2,"R",15113,"R",307,"R",2377011,"R",2377318,"R",24,"R",529,"R",553,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
207661,2,"R",79336,"R",313843,"R",81,"R",3444,"R",0,"R",491,"R",66635,"R",83271,"R",380559,"R",463830,"R",10403,"R",9585,"R",19988,1,"R",1170,"R",563,"R",1,"R",370760,1,"R",145888,"R",90680,"R",226221,"R",3320,"R",320221,"R",0,"R",67879,"R",67879,"R",904748,758860
207670,2,"R",15466,"R",61726,"R",42,"R",2174,"R",25793,"R",228,"Z",0,"R",17868,"R",87561,"R",105429,"R",316,"R",999,"R",1315,1,"R",88,"R",65,"R",0,"R",308786,1,"R",245140,"R",1850,"R",121559,"R",123409,"R",246818,"R",0,"R",22255,"R",22255,"R",822999,577859
207689,2,"R",66944,"R",229404,"R",103,"R",2351,"R",0,"R",94,"R",20461,"R",69389,"R",249968,"R",319357,"R",1533,"R",2194,"R",3727,1,"R",0,"R",112,"R",0,"R",91676,2,"Z",0,"R",5588,"R",81975,"R",0,"R",87563,"R",0,"R",18484,"R",18484,"R",197723,197723
207722,2,"R",60954,"R",2374,"R",41,"R",3090,"R",110000,"R",22,"R",77710,"R",64066,"R",190125,"R",254191,"R",2525,"R",2125643,"R",2128168,1,"R",68,"R",679,"R",0,"R",163000,2,"Z",0,"R",9000,"R",103000,"R",23000,"R",135000,"R",0,"R",20000,"R",20000,"R",318000,318000
207740,2,"R",29131,"Z",0,"R",31,"R",50,"R",0,"R",41,"R",0,"R",29222,"R",31,"R",29253,"R",48,"R",30,"R",78,1,"R",0,"R",5,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
207847,2,"R",195133,"R",18370,"R",103,"R",193607,"R",530,"R",84,"R",2260,"R",388824,"R",21263,"R",410087,"R",9433,"R",2250,"R",11683,1,"R",545,"R",459,"R",1,"R",512011,1,"R",196873,"R",107229,"R",267777,"R",628,"R",375634,"R",3543,"R",91808,"R",95351,"R",1179869,982996
207856,2,"R",13979,"R",134823,"R",19,"R",0,"R",0,"R",3,"R",0,"R",13982,"R",134842,"R",148824,"R",453,"R",21253,"R",21706,1,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
207865,2,"R",303978,"R",364203,"R",99,"R",4604,"R",2081030,"R",128,"R",47086,"R",308710,"R",2492418,"R",2801128,"R",11361,"R",24061,"R",35422,1,"R",1057,"R",822,"R",1,"R",652395,1,"R",273401,"R",130453,"R",496888,"R",7285,"R",634626,"R",577,"R",121011,"R",121588,"R",1682010,1408609
207935,2,"R",57982,"R",13247,"R",49,"R",2060,"R",2612,"R",169,"R",30569,"R",60211,"R",46477,"R",106688,"R",31184,"R",301376,"R",332560,1,"R",618,"R",1319,"R",4,"R",1457540,1,"R",541470,"R",55000,"R",268500,"R",0,"R",323500,"R",2500,"R",105500,"R",108000,"R",2430510,1889040
207962,2,"R",270,"R",0,"R",38,"R",31,"R",0,"R",54,"R",60,"R",355,"R",98,"R",453,"R",3,"R",699,"R",702,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
207971,2,"R",750859,"R",489108,"R",241,"R",159781,"R",0,"R",5518,"R",58659,"R",916158,"R",548008,"R",1464166,"R",22819,"R",15456,"R",38275,1,"R",3517,"R",2051,"R",1,"R",1843355,1,"R",609826,"R",174032,"R",2042375,"R",953,"R",2217360,"R",43109,"R",427848,"R",470957,"R",5141498,4531672
208035,2,"R",39140,"R",91,"R",33,"R",1739,"R",0,"R",0,"R",0,"R",40879,"R",124,"R",41003,"R",1033,"R",2,"R",1035,1,"R",95,"R",36,"R",0,"R",107669,1,"R",40498,"R",4233,"R",8581,"R",0,"R",12814,"R",240,"R",45384,"R",45624,"R",206605,166107
208239,2,"R",19617,"R",218559,"R",77,"R",2301,"R",36369,"R",390,"R",243800,"R",22308,"R",498805,"R",521113,"R",2357,"R",437298,"R",439655,1,"R",1,"R",0,"R",0,"R",108043,1,"R",13570,"R",18445,"R",31358,"R",0,"R",49803,"R",0,"R",0,"R",0,"R",171416,157846
208275,2,"R",38564,"Z",0,"R",84,"R",817,"R",88848,"R",101,"R",0,"R",39482,"R",88932,"R",128414,"R",3254,"R",7156,"R",10410,1,"R",851,"R",210,"R",0,"R",163804,1,"R",74871,"R",12000,"R",26341,"R",13329,"R",51670,"R",0,"R",6300,"R",6300,"R",296645,221774
208318,2,"R",64968,"R",13020,"R",144,"R",1863,"R",33,"Z",0,"R",8,"R",66831,"R",13205,"R",80036,"R",12287,"R",26897,"R",39184,1,"R",2812,"R",4121,"R",0,"R",542510,1,"R",308247,"R",36141,"R",126283,"R",33611,"R",196035,"R",3691,"R",36436,"R",40127,"R",1086919,778672
