UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
203146,2,"48.0508","A",.,"A",.,"R",1330,1,"R",10,"R",38,"R",1330,"R",38,"R",15340,"R",15340,"R",16190,"R",16190,"R",635,"R",643,"R",683,"R",683,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7885,"R",7885,"R",11144,"R",10032,"R",4722,"R",4722,"R",5254,"R",4722,"R",4722,"R",4722,"R",5254,"R",4722,"48.0508","R",9795,"R",633,"R",805,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
203225,3,"47.0201","A",.,"A",.,"R",30,2,"R",13,"R",50,"R",30,"R",50,"R",15600,"R",15235,"R",15235,"R",15235,"R",2430,"R",2100,"R",2100,"R",2100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12613,"R",12613,"R",12613,"R",12613,"R",8200,"R",8450,"R",8450,"R",8450,"R",5713,"R",5713,"R",5713,"R",5713,"51.0801","R",15298,"R",2660,"R",30,2,"R",13,"51.0713","R",15450,"R",3649,"R",30,2,"R",13,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
203234,4,"51.0801","A",.,"A",.,"R",45,2,"R",8,"R",30,"R",36,"R",30,"R",15680,"R",15680,"R",15740,"R",15740,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7958,"R",8235,"R",8453,"R",8295,"R",4388,"R",4658,"R",4418,"R",4305,"R",2880,"R",3503,"R",3608,"R",3653,"51.0601","R",157501,"A",.,"R",51,2,"R",9,"51.0714","R",15740,"A",.,"R",52,2,"R",8,"51.0805","R",14600,"A",.,"R",67,2,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
203438,3,"12.0401","A",.,"A",.,"R",1800,1,"R",15,"R",58,"R",900,"R",27,"R",18150,"R",18350,"R",18350,"R",18400,"R",1850,"R",1850,"R",2250,"R",2200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10150,"R",10150,"R",11020,"R",9382,"R",7975,"R",7975,"R",10165,"R",10397,"R",7975,"R",7975,"R",8874,"R",8280,"12.0409","R",9200,"R",1255,"R",750,1,"R",10,"12.0410","R",2745,"R",615,"R",300,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
203614,31,"51.3901","A",.,"A",.,"R",1500,1,"R",15,"R",58,"R",900,"R",30,"R",9220,"R",9220,"R",9220,"R",9220,"R",2000,"R",2000,"R",2000,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5800,"R",5800,"R",5800,"R",5800,"R",725,"R",870,"R",870,"R",870,"R",725,"R",870,"R",870,"R",870,"51.3801","R",13000,"R",2194,"R",1344,1,"R",12,"51.0908","R",16000,"R",4200,"R",1800,1,"R",22,"51.0909","R",7000,"R",2995,"R",1100,1,"R",11,"48.0508","R",4000,"R",1000,"R",600,1,"R",7,"15.0399","R",5850,"R",1000,"R",900,1,"R",9,
203942,5,"47.0201","A",.,"A",.,"R",600,1,"R",10,"R",39,"R",600,"R",39,"R",4979,"R",5120,"R",5120,"R",4570,"R",1176,"R",1080,"R",1080,"R",1025,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8726,"R",10277,"R",10277,"R",10374,"R",3169,"R",4124,"R",5343,"R",3422,"R",2730,"R",1833,"R",3822,"R",2145,"43.0107","R",5440,"R",555,"R",700,1,"R",9,"51.0601","R",4905,"R",790,"R",740,1,"R",9,"51.0801","R",5373,"R",2122,"R",910,1,"R",9,"51.0710","R",3890,"R",905,"R",600,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
204121,2,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",30,"R",14450,"R",14450,"R",14950,"R",15315,"R",1100,"R",1200,"R",1350,"R",1340,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3600,"R",3600,"R",3900,"R",3900,"R",600,"R",600,"R",600,"R",600,"R",1500,"R",1500,"R",1800,"R",1800,"12.0401","R",17282,"R",1340,"R",1800,1,"R",15,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
204158,15,"51.3901","A",.,"A",.,"R",1374,1,"R",11,"R",43,"R",900,"R",27,"R",12660,"R",12660,"R",13120,"R",13660,"R",780,"R",825,"R",825,"R",825,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7525,"R",7633,"R",7525,"R",7525,"R",1720,"R",1828,"R",1828,"R",1828,"R",1505,"R",1613,"R",1613,"R",1828,"51.3902","R",580,"R",20,"R",72,1,"R",1,"47.0201","R",11900,"R",670,"R",900,1,"R",12,"46.0302","R",11910,"R",880,"R",900,1,"R",12,"51.0601","R",8875,"R",265,"R",900,1,"R",12,"51.0904","R",8675,"R",830,"R",900,1,"R",12,
204334,3,"12.0401","A",.,"A",.,"R",1500,1,"R",10,"R",40,"R",1000,"R",27,"R",15750,"R",15850,"R",15950,"R",15850,"R",1000,"R",1190,"R",1500,"R",1950,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6000,"R",5800,"R",6000,"R",6000,"R",3500,"R",3790,"R",4000,"R",4000,"R",3800,"R",4410,"R",5000,"R",5000,"12.0409","R",7000,"R",1200,"R",600,1,"R",7,"12.0410","R",2200,"R",550,"R",430,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
204431,1,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",46,"R",900,"R",27,"R",7181,"R",8800,"R",8900,"R",8900,"R",400,"R",600,"R",600,"R",600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6440,"R",6440,"R",5428,"R",5371,"R",2875,"R",2875,"R",2875,"R",2875,"R",2875,"R",2875,"R",2875,"R",2875,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
204459,2,"51.3901","A",.,"A",.,"R",1437,1,"R",12,"R",48,"R",900,"R",48,"R",15400,"R",15000,"R",15000,"R",15000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6600,"R",6900,"R",5520,"R",6000,"R",5400,"R",5400,"R",5400,"R",5400,"R",2400,"R",2700,"R",3000,"R",3000,"12.0402","R",12000,"A",.,"R",1799,1,"R",23,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
204608,18,"48.0508","A",.,"A",.,"R",1200,1,"R",12,"R",48,"R",900,"R",36,"R",20900,"R",20500,"R",20500,"R",20500,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10236,"R",9816,"R",10452,"R",10176,"R",4500,"R",4128,"R",4512,"R",4176,"R",4500,"R",4416,"R",4512,"R",4680,"47.0613","R",31740,"R",0,"R",2020,1,"R",18,"47.0613","R",28320,"R",0,"R",1800,1,"R",18,"47.0600","R",31320,"R",0,"R",2020,1,"R",18,"47.0600","R",27900,"R",0,"R",1800,1,"R",18,"48.0508","R",23920,"R",0,"R",1420,1,"R",12,
204626,7,"51.0801","A",.,"A",.,"R",36,2,"R",9,"R",36,"R",36,"R",36,"R",15195,"R",15195,"R",15195,"R",15445,"R",720,"R",720,"R",720,"R",720,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5607,"R",6354,"R",6354,"R",9693,"R",6084,"R",5202,"R",5202,"R",2763,"R",4185,"R",3744,"R",3744,"R",2610,"51.3801","R",37695,"R",3640,"R",110,2,"R",18,"51.0601","R",16072,"R",982,"R",36,2,"R",9,"46.0302","R",18830,"R",2354,"R",48,2,"R",12,"51.0805","R",15085,"R",1109,"R",36,2,"R",9,"47.0201","R",19310,"R",1775,"R",48,2,"R",12,
204714,4,"12.0401","A",.,"A",.,"R",1800,1,"R",17,"R",66,"R",900,"R",30,"R",12000,"R",12000,"R",13200,"R",13200,"R",1700,"R",1700,"R",1700,"R",1700,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11550,"R",11550,"R",11550,"R",11550,"R",3300,"R",3300,"R",3300,"R",3300,"R",1650,"R",1650,"R",1650,"R",1650,"12.0401","R",12200,"R",1700,"R",1500,1,"R",14,"12.0410","R",2000,"R",850,"R",200,1,"R",2,"12.0412","R",3000,"R",200,"R",300,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
204723,1,"12.0402","A",.,"A",.,"R",1800,1,"R",11,"R",45,"R",1200,"R",30,"R",12510,"R",12870,"R",13500,"R",14040,"R",739,"R",889,"R",950,"R",989,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4185,"R",4185,"R",4748,"R",4748,"R",3960,"R",3960,"R",3960,"R",3960,"R",3960,"R",3960,"R",3960,"R",3960,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
204769,5,"12.0409","A",.,"A",.,"R",750,1,"R",7,"R",26,"R",900,"R",26,"R",11500,"R",11500,"R",12000,"R",12500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6500,"R",6500,"R",6500,"R",6500,"R",3900,"R",3900,"R",3900,"R",3900,"R",3250,"R",3250,"R",3250,"R",3250,"12.0410","R",4400,"A",.,"R",300,1,"R",3,"12.0401","R",19900,"A",.,"R",1800,1,"R",15,"12.0401","R",17400,"A",.,"R",1500,1,"R",13,"12.0407","R",12500,"A",.,"R",1200,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
204778,6,"12.0401","A",.,"A",.,"R",1800,1,"R",16,"R",65,"R",900,"R",30,"R",18900,"R",18900,"R",19400,"R",19900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16250,"R",16250,"R",16250,"R",16250,"R",9750,"R",9750,"R",9750,"R",9750,"R",8125,"R",8125,"R",8125,"R",8125,"12.0402","R",19500,"A",.,"R",1800,1,"R",15,"12.0410","R",4400,"A",.,"R",300,1,"R",3,"12.0402","R",12500,"A",.,"R",1000,1,"R",8,"12.0402","R",13800,"A",.,"R",1300,1,"R",11,"12.0407","R",12500,"A",.,"R",1200,1,"R",10,
204963,4,"12.0401","A",.,"A",.,"R",1800,1,"R",15,"R",60,"R",900,"R",30,"R",16056,"R",16858,"R",18544,"R",18544,"R",2311,"R",2311,"R",2311,"R",2311,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10320,"R",10320,"R",10320,"R",10320,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"12.0409","R",12883,"R",3647,"R",1050,1,"R",10,"12.0409","R",11580,"R",2091,"R",750,1,"R",8,"12.0410","R",3747,"R",1748,"R",300,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
204981,6,"51.3999","A",.,"A",.,"R",1200,1,"R",10,"R",40,"R",900,"R",40,"R",12880,"R",12900,"R",12850,"R",13238,"R",1130,"R",1228,"R",1056,"R",1072,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10720,"R",11140,"R",13590,"R",14600,"R",5060,"R",4870,"R",5590,"R",5020,"R",3220,"R",4000,"R",4550,"R",3640,"51.3999","R",13284,"R",1092,"R",1201,1,"R",21,"47.0201","R",3358,"R",137,"R",200,1,"R",8,"51.0904","R",855,"R",130,"R",216,1,"R",4,"51.0601","R",4243,"R",116,"R",216,1,"R",6,"12.0401","R",13249,"R",845,"R",1500,1,"R",17,
205142,6,"12.0401","A",.,"A",.,"R",1800,1,"R",18,"R",72,"R",900,"R",30,"R",15310,"R",17640,"R",17640,"R",17740,"R",1590,"R",2640,"R",2640,"R",2640,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9900,"R",9900,"R",9900,"R",9900,"R",4500,"R",4500,"R",4500,"R",4500,"R",3600,"R",3600,"R",3600,"R",3600,"12.0409","R",10600,"R",1850,"R",750,1,"R",8,"12.0410","R",3040,"R",760,"R",300,1,"R",3,"12.0499","R",13540,"R",2580,"R",1050,1,"R",12,"12.0412","R",3145,"R",505,"R",300,1,"R",3,"12.0402","R",17740,"R",2640,"R",1800,1,"R",18,
206039,2,"12.0401","A",.,"A",.,"R",1800,1,"R",15,"R",60,"R",900,"R",30,"R",14025,"R",14925,"R",15425,"R",15925,"R",100,"R",100,"R",100,"R",100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9645,"R",9645,"R",9645,"R",9645,"R",9405,"R",9405,"R",9405,"R",9405,"R",6420,"R",6420,"R",6420,"R",6420,"12.0410","R",3595,"R",300,"R",300,1,"R",2,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
206172,5,"51.3902","A",.,"A",.,"R",110,1,"R",1,"R",3,"R",900,"R",28,"R",645,"R",645,"R",821,"R",821,"R",352,"R",352,"R",176,"R",176,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",467,"R",530,"R",525,"R",525,"R",506,"R",434,"R",437,"R",439,"R",506,"R",434,"R",437,"R",439,"48.0508","R",6000,"R",5000,"R",1350,1,"R",12,"51.0899","R",6000,"R",1800,"R",1350,1,"R",12,"12.0401","R",8000,"R",3100,"R",1800,1,"R",16,"52.0402","R",4000,"R",1600,"R",900,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
206181,6,"51.3901","A",.,"A",.,"R",1387,1,"R",10,"R",41,"R",900,"R",41,"R",11753,"R",12061,"R",12325,"R",12630,"R",1761,"R",1822,"R",1898,"R",2106,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7667,"R",7667,"R",7667,"R",6560,"R",3362,"R",3362,"R",3362,"R",3014,"R",3834,"R",3834,"R",3834,"R",3014,"51.3801","R",14110,"R",1814,"R",1308,1,"R",10,"51.3902","R",8150,"R",1864,"R",718,1,"R",8,"51.0904","R",6795,"R",460,"R",900,1,"R",11,"47.0303","R",9550,"A",.,"R",600,1,"R",9,"48.0508","R",10395,"A",.,"R",650,1,"R",5,
206321,6,"51.3999","A",.,"A",.,"R",1356,1,"R",13,"R",50,"R",900,"R",26,"R",14065,"R",14399,"R",14375,"R",14373,"R",1885,"R",1851,"R",1875,"R",2204,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13675,"R",13763,"R",13763,"R",13400,"R",3050,"R",3238,"R",3300,"R",3188,"R",3050,"R",3238,"R",3300,"R",3188,"47.0303","R",6389,"R",1956,"R",600,1,"R",9,"48.0501","R",6447,"R",1898,"R",600,1,"R",9,"47.0201","R",6782,"R",1563,"R",600,1,"R",9,"51.0716","R",5624,"R",806,"R",680,1,"R",9,"52.0401","R",5642,"R",788,"R",680,1,"R",9,
206482,4,"12.0401","A",.,"A",.,"R",1800,1,"R",15,"R",60,"R",900,"R",30,"R",17995,"R",18995,"R",18995,"R",18995,"R",1895,"R",1772,"R",1772,"R",1772,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",20640,"R",9690,"R",9690,"R",9690,"R",4875,"R",5700,"R",5700,"R",5700,"R",4875,"R",5700,"R",5700,"R",5700,"12.0499","R",14195,"R",1374,"R",1050,1,"R",10,"12.0409","R",11195,"R",948,"R",750,1,"R",8,"12.0410","R",1795,"R",0,"R",300,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
206783,1,"09.0701","A",.,"A",.,"R",1032,1,"R",9,"R",34,"R",900,"R",30,"R",12625,"R",12625,"R",13325,"R",13325,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5032,"R",5032,"R",6035,"R",6707,"R",425,"R",425,"R",510,"R",510,"R",425,"R",425,"R",510,"R",510,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
206880,4,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",32,"R",12000,"R",12000,"R",12000,"R",13500,"R",2340,"R",2495,"R",2495,"R",2495,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9648,"R",9648,"R",9648,"R",9648,"R",2844,"R",2844,"R",2844,"R",2844,"R",2844,"R",2844,"R",2844,"R",2844,"12.0409","R",5400,"R",1130,"R",600,1,"R",5,"12.0410","R",5400,"R",1000,"R",600,1,"R",5,"12.0413","R",8000,"R",1251,"R",1000,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
206905,18,"51.3901","A",.,"A",.,"R",1463,1,"R",11,"R",45,"R",900,"R",30,"R",4373,"R",4377,"R",4405,"R",4470,"R",2347,"R",2263,"R",2487,"R",2533,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5524,"R",5524,"R",5524,"R",5524,"R",4399,"R",4028,"R",4826,"R",4500,"R",2194,"R",2194,"R",2194,"R",2194,"49.0202","R",2822,"R",1025,"R",1050,1,"R",10,"47.0604","R",2755,"R",747,"R",1050,1,"R",10,"12.0401","R",3785,"R",1107,"R",1500,1,"R",15,"50.0409","R",1745,"R",1800,"R",660,1,"R",6,"11.0901","R",2930,"R",2160,"R",930,1,"R",10,
206932,5,"12.0401","A",.,"A",.,"R",75,2,"R",13,"R",50,"R",36,"R",30,"R",15875,"R",15875,"R",15995,"R",15995,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13125,"R",13125,"R",12500,"R",11250,"R",6938,"R",6938,"R",6250,"R",5125,"R",4500,"R",4500,"R",4375,"R",5125,"12.0409","R",9975,"A",.,"R",30,2,"R",8,"51.3501","R",9975,"A",.,"R",44,2,"R",8,"51.0801","R",14595,"A",.,"R",50,2,"R",10,"12.0413","R",7350,"A",.,"R",50,2,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
206969,3,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",9000,"R",9000,"R",9150,"R",9150,"R",900,"R",900,"R",900,"R",900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4463,"R",4463,"R",4463,"R",10313,"R",2163,"R",2163,"R",2163,"R",5088,"R",2163,"R",2163,"R",2163,"R",5088,"12.0410","R",3400,"R",1050,"R",600,1,"R",5,"12.0413","R",5600,"R",685,"R",1000,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
207087,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",11950,"R",12100,"R",12600,"R",12900,"R",950,"R",1200,"R",1300,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14375,"R",13188,"R",13050,"R",15038,"R",13700,"R",10788,"R",11075,"R",9100,"R",9025,"R",7650,"R",7850,"R",8925,"12.0413","R",8650,"R",550,"R",1000,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
207102,5,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",15695,"R",15695,"R",15695,"R",15695,"R",1200,"R",1200,"R",1200,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9375,"R",10000,"R",11250,"R",12500,"R",3125,"R",3125,"R",3125,"R",3125,"R",1750,"R",2000,"R",2375,"R",2625,"12.0402","R",15695,"R",1200,"R",1500,1,"R",13,"12.0413","R",5595,"R",300,"R",1000,1,"R",9,"12.0410","R",6195,"R",700,"R",600,1,"R",5,"12.0409","R",7695,"R",1200,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
207166,4,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",9100,"R",9150,"R",9100,"R",9250,"R",750,"R",750,"R",750,"R",850,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8725,"R",8725,"R",8725,"R",10988,"R",6325,"R",3625,"R",3625,"R",10213,"R",6325,"R",3625,"R",3625,"R",10213,"12.0401","R",6100,"R",200,"R",1000,1,"R",8,"12.0410","R",3850,"R",400,"R",600,1,"R",5,"12.0408","R",3850,"R",250,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
207272,3,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",30,"R",8600,"R",10200,"R",10200,"R",10200,"R",600,"R",1200,"R",1200,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4488,"R",4488,"R",4488,"R",4488,"R",1464,"R",1464,"R",1464,"R",1464,"R",1464,"R",1464,"R",1464,"R",1464,"12.0413","R",5075,"R",325,"R",1000,1,"R",9,"12.0410","R",4600,"R",350,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
207537,2,"50.0605","A",.,"A",.,"R",38,2,"R",10,"R",38,"R",38,"R",38,"R",10938,"R",10938,"R",10938,"R",10938,"R",2000,"R",2000,"R",2000,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8275,"R",8275,"R",8436,"R",8446,"R",950,"R",1055,"R",1055,"R",1425,"R",950,"R",1055,"R",1055,"R",1425,"50.0401","R",10938,"R",2000,"R",38,2,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
207625,4,"51.3901","A",.,"A",.,"R",1404,1,"R",14,"R",54,"R",780,"R",30,"R",34020,"R",34020,"R",28200,"R",28200,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14729,"R",14202,"R",12974,"R",13230,"R",2066,"R",2376,"R",14202,"R",14486,"R",2066,"R",2376,"R",14202,"R",14486,"51.0801","R",15420,"R",0,"R",800,1,"R",10,"51.0601","R",15420,"R",0,"R",800,1,"R",10,"51.0909","R",23720,"R",0,"R",1244,1,"R",11,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
207704,4,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",12375,"R",13125,"R",13125,"R",13175,"R",1150,"R",2400,"R",2400,"R",2400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14725,"R",13188,"R",13050,"R",13313,"R",8175,"R",10788,"R",11125,"R",11350,"R",5388,"R",7650,"R",7850,"R",11350,"12.0413","R",6900,"R",550,"R",1000,1,"R",10,"12.0410","R",5400,"R",1050,"R",600,1,"R",7,"12.0409","R",5400,"R",1300,"R",600,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
