UNITID,F3A01,F3B04,F3B06,F3B08,F3C03,F3C03A,F3C03B,F3C04,F3C06,F3D01,F3D02,F3D02A,F3D02B,F3D03,F3D03A,F3D03B,F3D03C,F3D04,F3D12,F3E02A1,F3E02A2
458955,1152021,239968,435168,242252,0,0,0,481389,481389,2860888,0,0,0,0,0,0,0,0,0,0,0
458964,8273085,7150444,1207235,1568962,0,0,0,4499630,4499630,22109847,0,0,0,0,0,0,0,0,0,0,0
458973,9483362,8583,2759537,2269250,0,0,0,4616670,4616670,18722108,0,0,0,0,0,0,0,0,0,0,0
458982,6472929,680352,6117989,2651165,2130,2130,0,3629190,11911442,11656243,8280122,0,8280122,2130,0,2130,0,0,0,0,0
459000,,,,,467078,467078,0,3000,0,1156447,0,0,0,0,0,0,0,0,,0,0
459019,,,,,30778,30778,0,6950,0,763908,0,0,0,0,0,0,0,0,,0,0
459037,,,,,8917,8917,0,6650,0,733988,0,0,0,0,0,0,0,0,,0,0
459046,,,,,16600,16600,0,11650,0,775036,0,0,0,0,0,0,0,0,,0,0
459055,,,,,0,0,0,14369,0,706748,0,0,0,0,0,0,0,0,,0,0
459064,,,,,53970,53970,0,9850,0,1221242,0,0,0,0,0,0,0,0,,0,0
459073,,,,,0,0,0,8825,0,593007,0,0,0,0,0,0,0,0,,0,0
459107,1620574,198773,792471,991245,0,0,0,739001,739001,7210415,0,0,0,0,0,0,0,0,0,0,0
459116,,,,,0,0,0,0,0,1861633,0,0,0,0,0,0,0,0,,0,0
459125,,,,,0,0,0,0,0,595695,0,0,0,0,0,0,0,0,,0,0
459161,2086291,32578,424539,370541,0,0,0,0,0,1408767,0,0,0,0,0,0,0,0,0,0,0
459170,,,,,0,0,0,0,0,1750000,0,0,0,0,0,0,0,0,,0,0
459189,,,,,0,0,0,0,0,970965,0,0,0,0,0,0,0,0,,0,0
459198,,,,,0,0,0,0,0,2911169,0,0,0,0,0,0,0,0,,0,0
459204,73473529,-4686863,49077672,44190809,88128,88128,0,0,0,32027377,4397873,0,4397873,88188,0,88188,0,0,0,0,0
459213,5915714,1931614,873650,1003250,268245,226038,42207,13640,0,20547902,0,0,0,0,0,0,0,0,0,0,0
459222,1376851,-802067,72194,244409,0,0,0,0,0,1763698,0,0,0,0,0,0,0,0,0,0,0
459231,,,,,0,0,0,0,0,3251095,0,0,0,0,0,0,0,0,,0,0
459259,10664230,258359,3977347,4202409,0,0,0,795601,3640528,11395194,2844927,0,2844927,0,0,0,0,0,0,0,0
459268,8405027,645342,3477306,3440706,263912,263912,0,1155071,9541137,5464188,8122154,0,8122154,263912,0,263912,0,0,0,0,0
459277,,,,,0,0,0,0,0,4974281,0,0,0,0,0,0,0,0,,0,0
459286,,,,,0,0,0,0,0,2383984,0,0,0,0,0,0,0,0,,0,0
459295,,,,,0,0,0,0,8725,610413,0,0,0,0,0,0,0,0,,0,0
459301,,,,,0,0,0,0,0,1515508,0,0,0,0,0,0,0,0,,0,0
459310,,,,,0,0,0,0,0,998389,0,0,0,0,0,0,0,0,,0,0
459347,,,,,0,0,0,0,3400,303248,0,0,0,0,0,0,0,0,,0,0
459356,944143,21093,518682,322524,8000,8000,0,0,0,4770037,0,0,0,0,0,0,0,0,,0,0
459365,,,,,0,0,0,0,500,477822,0,0,0,0,0,0,0,0,,0,0
459374,,,,,0,0,0,0,0,1727275,259760,0,259760,0,0,0,0,0,,0,0
459392,,,,,0,0,0,35000,38191,1242155,0,0,0,0,0,0,0,0,,0,0
459426,,,,,72258,72258,0,0,0,989238,0,0,0,0,0,0,0,0,,0,0
459462,,,,,0,0,0,10356,0,4833540,0,0,0,0,0,0,0,0,,0,0
459480,,,,,0,0,0,400,0,255383,0,0,0,0,0,0,0,0,,0,0
459499,,,,,0,0,0,0,0,244424,0,0,0,0,0,0,0,0,,0,0
459514,411187,-221978,980000,381187,93793,93793,0,30000,0,969600,0,0,0,0,0,0,0,0,,38586,0
459532,,,,,2000,2000,0,0,0,843508,0,0,0,0,0,0,0,0,,0,0
459541,,,,,0,0,0,0,0,237500,0,0,0,0,0,0,0,0,,0,0
459550,,,,,0,0,0,0,0,1739920,0,0,0,0,0,0,0,0,,0,0
459578,,,,,0,0,0,0,0,1800440,0,0,0,0,0,0,0,0,,0,0
459842,1960300,1722037,0,1722042,184163,184163,0,841302,841302,6530007,0,0,0,0,0,0,0,0,0,0,0
459851,1044653,467787,0,467793,171060,171060,0,1079100,1079100,4940299,0,0,0,0,0,0,0,0,0,0,0
459958,5988193,333505,4233140,4566645,0,0,0,13777,13777,5443671,0,0,0,0,0,0,0,0,,0,0
459967,,,,,0,0,0,0,0,7246476,0,0,0,0,0,0,0,0,,0,0
459985,,,,,0,0,0,0,0,6178840,0,0,0,0,0,0,0,0,,0,0
459994,34247962,15114552,-3043712,-4665057,772,772,0,6615931,6615931,62224088,0,0,0,0,0,0,0,0,0,0,0
460011,,,,,6762,6762,0,19625,19625,1824029,0,0,0,0,0,0,0,0,,0,0
460020,1211608,-553576,-342256,-895832,69362,0,69362,13751,13751,5232284,0,0,0,0,0,0,0,0,,0,0
460039,3755193,-1268305,2911629,1675769,0,0,0,138318,3450808,5784409,3312490,0,3312490,0,0,0,0,0,0,0,0
460048,4009512,-416186,2004370,2618010,0,0,0,105530,1704324,2982727,1598794,0,1598794,0,0,0,0,0,0,0,0
460057,,,,,0,0,0,0,0,273997,0,0,0,0,0,0,0,0,,0,0
460093,,,,,28740,0,28740,46813,0,2105765,0,0,0,0,0,0,0,0,,0,0
460109,1494950,1225294,0,-7582835,58419,0,58419,81226,0,3026383,0,0,0,0,0,0,0,0,,0,0
460118,,,,,0,0,0,63212,0,2973466,0,0,0,0,0,0,0,0,,0,0
460127,,,,,32207,0,32207,33485,0,2038911,0,0,0,0,0,0,0,0,,0,0
460136,6273869,-3675,-144590,-68699,0,0,0,2998,0,9211398,2280666,0,2280666,0,0,0,0,2998,,0,0
460145,,,,,0,0,0,107887,0,3085605,0,0,0,0,0,0,0,0,,0,0
460172,,,,,0,0,0,0,0,8368440,0,0,0,0,0,0,0,0,,0,0
460181,5876000,1080000,1029000,1080000,33000,0,33000,53000,13000,9085000,2416000,0,2416000,33000,0,33000,0,0,,0,0
460190,2878000,-734000,-403000,-734000,64000,0,64000,4000,4000,4409000,1608000,0,1608000,64000,0,0,0,0,,0,0
460206,4663000,1197000,1264000,1197000,25000,0,25000,159000,159000,7786000,1925000,0,1925000,25000,0,25000,0,0,,0,0
460215,,,,,39299,0,39299,36845,211279,5561856,0,0,0,0,0,0,0,0,,0,0
460455,,,,,19741,19741,0,0,0,838292,0,0,0,0,0,0,0,0,,0,0
460516,,,,,0,0,0,1000,0,1349845,0,0,0,0,0,0,0,0,,0,0
460525,,,,,0,0,0,2000,0,1975243,0,0,0,0,0,0,0,0,,0,0
460534,,,,,0,0,0,0,0,4396972,0,0,0,0,0,0,0,0,,0,0
460543,,,,,1000,1000,0,762000,762000,21176000,0,0,0,0,0,0,0,0,,0,0
460552,,,,,20884,20884,0,15300,194514,1100827,0,0,0,0,0,0,0,0,,0,0
460613,3175718,-451997,2841261,1263086,10633,10633,0,88913,5353048,4675173,5253502,0,5253502,10633,0,10633,0,0,0,0,0
460640,,,,,0,0,0,0,0,482488,0,0,0,0,0,0,0,0,,0,0
460695,,,,,21462,21462,0,0,0,1433512,0,0,0,0,0,0,0,0,,0,0
460701,,,,,0,0,0,0,0,1284734,0,0,0,0,0,0,0,0,,0,0
460729,3039941,69414,-2057655,-1988241,0,0,0,0,2249138,12793115,0,0,0,0,0,0,0,0,0,157233,117509
460738,11683898,2047761,13870627,6617050,10768,10768,0,2315365,2209768,17325363,0,0,0,0,0,0,0,0,0,0,0
460747,10808676,-7631231,1594911,1888680,0,0,0,628696,0,7599944,0,0,0,0,0,0,0,0,0,0,0
460756,3985531,163702,745179,728846,0,0,0,0,0,5024950,0,0,0,0,0,0,0,0,,0,0
460765,,,,,0,0,0,0,0,316843,0,0,0,0,0,0,0,0,,0,0
460774,,,,,989,989,0,65493,880950,9421354,0,0,0,0,0,0,0,0,,0,0
460817,1043596,254333,831011,716849,0,0,0,0,0,7143386,0,0,0,0,0,0,0,0,,0,0
460826,852615,-425965,815184,779769,0,0,0,0,0,4842640,0,0,0,0,0,0,0,0,,0,0
460835,1090923,840102,511135,-39149,0,0,0,0,0,8465154,0,0,0,0,0,0,0,0,,0,0
460844,,,,,0,0,0,37260,815567,6122737,0,0,0,0,0,0,0,0,,0,0
460853,,,,,7659,0,7659,56564,670145,6001367,0,0,0,0,0,0,0,0,,0,0
460862,,,,,0,0,0,31800,0,2269310,0,0,0,0,0,0,0,0,,0,0
460871,,,,,0,0,0,548425,548425,10403460,0,0,0,0,0,0,0,0,0,0,0
460914,,,,,0,0,0,0,0,3028834,0,0,0,0,0,0,0,0,,0,0
460923,,,,,2767,0,2767,0,648466,7691744,0,0,0,0,0,0,0,0,,0,0
460932,,,,,0,0,0,0,0,760347,0,0,0,0,0,0,0,0,,0,0
460969,,,,,66260,0,66260,0,0,2152127,0,0,0,0,0,0,0,0,,0,0
460978,,,,,0,0,0,10197,0,1674472,0,0,0,0,0,0,0,0,,0,0
460987,,,,,63455,0,63455,0,73861,855888,0,0,0,0,0,0,0,0,,0,0
460996,,,,,0,0,0,86919,234537,967845,0,0,0,0,0,0,0,0,,0,0
461005,3727592,1348909,-2081932,-733023,3605,3605,0,0,0,6336491,0,0,0,0,0,0,0,0,0,0,0
461023,9376235,986469,4709124,3282953,337320,337320,0,25250,0,5430436,0,0,0,0,0,0,0,0,0,0,0
461111,,,,,13619,13619,0,0,0,187860,0,0,0,0,0,0,0,0,,0,0
461148,39323514,7378010,15508866,17505576,0,0,0,14184536,324117,92433581,0,0,0,0,0,0,0,0,0,0,0
461157,,,,,0,0,0,0,3750,1610179,10930,10930,0,0,0,0,0,0,,0,0
461175,,,,,0,0,0,0,14866,651444,0,0,0,0,0,0,0,0,,0,0
461193,,,,,0,0,0,0,0,3130031,0,0,0,0,0,0,0,0,,0,0
461218,443807,35677,321727,357404,10989,10989,0,0,0,1311812,0,0,0,0,0,0,0,0,,0,0
461227,,,,,0,0,0,0,0,1293606,0,0,0,0,0,0,0,0,,0,0
461254,,,,,0,0,0,0,0,273987,277857,0,277857,0,0,0,0,0,,0,0
461263,1231889,-191511,563517,352176,0,0,0,0,0,968365,0,0,0,0,0,0,0,0,,0,0
461272,,,,,0,0,0,0,0,759984,0,0,0,0,0,0,0,0,,0,0
461281,182598,-1303398,144828,123389,9026,7026,2000,54875,54875,277718,0,0,0,0,0,0,0,0,0,0,0
461290,,,,,25058,25058,0,0,0,707675,0,0,0,0,0,0,0,0,,0,0
461324,979959,121227,0,402158,0,0,0,0,0,2185416,0,0,0,0,0,0,0,0,,0,0
461333,,,,,0,0,0,0,0,3483099,0,0,0,0,0,0,0,0,,0,0
461342,,,,,0,0,0,1000,10500,597989,0,0,0,0,0,0,0,0,,0,0
461351,,,,,0,0,0,0,0,2956420,0,0,0,0,0,0,0,0,,0,0
461360,,,,,0,0,0,0,0,546000,0,0,0,0,0,0,0,0,,0,0
461379,,,,,1500,1500,0,0,0,246911,0,0,0,0,0,0,0,0,,0,0
461388,,,,,1600,0,1600,2000,4600,179774,0,0,0,0,0,0,0,0,,0,0
461412,,,,,0,0,0,0,0,1295919,0,0,0,0,0,0,0,0,,0,0
461421,,,,,0,0,0,0,0,2707959,0,0,0,0,0,0,0,0,,0,0
461430,,,,,90430,90430,0,0,0,6943403,0,0,0,0,0,0,0,0,,0,0
461449,,,,,0,0,0,0,0,931303,0,0,0,0,0,0,0,0,,0,0
461494,,,,,9500,9500,0,82500,0,1348434,0,0,0,0,0,0,0,0,,0,0
461500,,,,,0,0,0,0,0,334519,138422,0,138422,0,0,0,0,0,,0,0
461537,,,,,0,0,0,0,0,126905,0,0,0,0,0,0,0,0,,0,0
461546,,,,,7766,7766,0,0,0,342395,0,0,0,0,0,0,0,0,,0,0
461555,,,,,0,0,0,0,0,1450650,0,0,0,0,0,0,0,0,,0,0
461564,,,,,0,0,0,0,0,306271,0,0,0,0,0,0,0,0,,0,0
461573,1670411,791381,1666421,880399,0,0,0,0,0,663688,0,0,0,0,0,0,0,0,,22854,0
461582,,,,,0,0,0,0,0,845326,0,0,0,0,0,0,0,0,,0,0
461591,,,,,0,0,0,14000,0,1924320,0,0,0,0,0,0,0,0,,0,0
461607,,,,,0,0,0,0,0,638254,0,0,0,0,0,0,0,0,,0,0
461625,,,,,0,0,0,0,0,272358,0,0,0,0,0,0,0,0,,0,0
461652,,,,,0,0,0,0,0,608222,166009,0,166009,0,0,0,0,0,,0,0
461689,2043716,-424486,-800433,-784450,0,0,0,0,0,3802501,0,0,0,0,0,0,0,0,,0,0
461698,,,,,0,0,0,0,0,1309973,0,0,0,0,0,0,0,0,,0,0
461704,,,,,26590,7250,19340,330029,0,1098189,0,0,0,0,0,0,0,0,,0,0
461713,,,,,17000,0,17000,9480,0,470964,0,0,0,0,0,0,0,0,,0,0
461722,,,,,1251,1251,0,0,0,386881,0,0,0,0,0,0,0,0,,0,0
461731,,,,,1733,1733,0,2000,186215,501573,0,0,0,0,0,0,0,0,,0,0
461740,,,,,15525,15525,0,0,0,173819,0,0,0,0,0,0,0,0,,0,0
461768,,,,,12479,12479,0,0,0,1313479,0,0,0,12479,0,12479,0,0,,0,0
461786,,,,,0,0,0,0,0,270300,0,0,0,0,0,0,0,0,,0,0
461801,,,,,0,0,0,0,0,654139,0,0,0,0,0,0,0,0,,0,0
461810,,,,,0,0,0,0,0,261961,0,0,0,0,0,0,0,0,,0,0
461829,,,,,0,0,0,76515,76515,5164093,0,0,0,0,0,0,0,0,,0,0
461838,,,,,31680,27120,4560,0,0,1069085,0,0,0,0,0,0,0,0,,14839,0
461856,,,,,0,0,0,0,0,4328772,0,0,0,0,0,0,0,0,,0,0
461865,,,,,0,0,0,0,0,926799,0,0,0,0,0,0,0,0,,0,0
461874,,,,,0,0,0,0,0,909587,0,0,0,0,0,0,0,0,,0,0
461883,4039176,204475,3486713,3815169,0,0,0,116163,164407,2067690,0,0,0,0,0,0,0,0,0,0,0
461892,,,,,0,0,0,0,0,1198139,0,0,0,0,0,0,0,0,,0,0
461908,,,,,0,0,0,0,0,941662,0,0,0,0,0,0,0,0,,0,0
461917,,,,,0,0,0,26875,0,1538665,0,0,0,0,0,0,0,0,,0,0
461926,,,,,40020,39270,750,1100,0,943284,0,0,0,0,0,0,0,0,,0,0
461935,,,,,0,0,0,0,0,175783,0,0,0,0,0,0,0,0,,0,0
461944,,,,,0,0,0,0,0,175346,0,0,0,0,0,0,0,0,,0,0
461953,93532,-149571,104026,-78234,0,0,0,0,0,984250,0,0,0,0,0,0,0,0,,0,0
461962,,,,,35950,34750,1200,29726,15500,4848293,0,0,0,0,0,0,0,0,,0,0
461980,,,,,13200,13200,0,15500,0,1646190,0,0,0,0,0,0,0,0,,0,0
461999,,,,,887,887,0,0,0,263602,0,0,0,0,0,0,0,0,,1008,0
462008,,,,,0,0,0,13113,0,3619733,0,0,0,0,0,0,0,0,,0,0
462017,,,,,0,0,0,48282,44797,1055357,0,0,0,0,0,0,0,0,,0,0
462026,,,,,0,0,0,0,0,44275,0,0,0,0,0,0,0,0,,0,0
462035,,,,,0,0,0,0,0,2261826,0,0,0,0,0,0,0,0,,0,0
462053,,,,,0,0,0,0,0,358435,213310,0,213310,0,0,0,0,0,,0,0
462062,,,,,0,0,0,0,0,899730,0,0,0,0,0,0,0,0,,0,0
462071,,,,,0,0,0,4450,0,1432992,0,0,0,0,0,0,0,0,,0,0
462309,,,,,173033,0,173033,3500,3500,1249489,0,0,0,0,0,0,0,0,,0,0
462318,,,,,0,0,0,0,0,542751,0,0,0,0,0,0,0,0,,0,0
462327,,,,,0,0,0,0,0,398111,0,0,0,0,0,0,0,0,,0,0
462336,,,,,0,0,0,0,0,669190,0,0,0,0,0,0,0,0,,0,0
462345,,,,,0,0,0,18100,19100,846553,0,0,0,0,0,0,0,0,,0,0
466152,,,,,0,0,0,587,587,1575652,0,0,0,0,0,0,0,0,0,0,0
466161,,,,,2279,2279,0,4380,4380,2096899,0,0,0,0,0,0,0,0,0,0,0
466170,,,,,9128,9128,0,11810,11810,2716027,0,0,0,0,0,0,0,0,0,0,0
466189,,,,,0,0,0,15864,15864,2186553,0,0,0,0,0,0,0,0,0,0,0
466921,,,,,0,0,0,172215,172215,12267375,0,0,0,0,0,0,0,0,0,0,0
466930,,,,,0,0,0,288444,288444,15204442,0,0,0,0,0,0,0,0,0,0,0
467094,,,,,27180,27180,0,0,0,2337487,0,0,0,0,0,0,0,0,,0,0
467368,,,,,0,0,0,89960,89960,5744825,0,0,0,0,0,0,0,0,,0,0
467793,,,,,9223,0,9223,222897,0,1726831,0,0,0,0,0,0,0,0,0,0,0
467863,,,,,0,0,0,0,0,2343479,0,0,0,0,0,0,0,0,,0,0
467872,,,,,0,0,0,0,0,2136485,0,0,0,0,0,0,0,0,,0,0
467906,,,,,3878,3878,0,23500,23500,1502517,0,0,0,0,0,0,0,0,,0,0
468006,86335,113676,281094,77993,0,0,0,87119,378121,941462,291002,0,291002,0,0,0,0,0,0,0,0
468015,2304406,285824,1544451,1488582,4201,4201,0,736606,1791509,1870219,1050702,0,1050702,4201,0,4201,0,0,0,0,0
468024,8503372,140700,4496809,3243452,0,0,0,866505,2444295,11007509,1577790,0,1577790,0,0,0,0,0,0,0,0
468398,756225,-726661,225545,13390,0,0,0,0,0,4538885,825025,0,825025,0,0,0,0,0,,0,0
468732,,,,,23126,23126,0,44815,0,2456471,0,0,0,0,0,0,0,0,,0,0
468848,,,,,0,0,0,123720,7400,5449679,0,0,0,0,0,0,0,0,,0,0
468909,,,,,2500,2500,0,165000,14925,7182709,0,0,0,0,0,0,0,0,,0,0
468963,,,,,0,0,0,0,0,7370020,0,0,0,0,0,0,0,0,,0,0
469197,,,,,0,0,0,0,0,886652,0,0,0,0,0,0,0,0,,0,0
469610,,,,,0,0,0,0,0,8161495,0,0,0,0,0,0,0,0,,0,0
469638,,,,,84644,84644,0,121700,107803,3645961,0,0,0,0,0,0,0,0,,0,0
469911,,,,,0,0,0,0,0,2509604,0,0,0,0,0,0,0,0,,0,0
469920,,,,,0,0,0,0,0,2262872,0,0,0,0,0,0,0,0,,0,0
469957,,,,,0,0,0,0,0,2444720,0,0,0,0,0,0,0,0,,0,0
469993,,,,,0,0,0,1000,0,102201,97297,0,97297,0,0,0,0,0,,0,0
470038,,,,,0,0,0,176062,17925,9889163,0,0,0,0,0,0,0,0,,0,0
470047,,,,,26625,26625,0,51775,0,418588,0,0,0,0,0,0,0,0,,0,0
470092,5514241,225463,3140104,3698776,14379,14379,0,1007482,2284787,2036244,1262926,0,1262926,14379,0,14379,0,0,0,0,0
470162,626112,-1280564,3822860,-1571741,0,0,0,146429,3436763,4870950,3290334,0,3290334,0,0,0,0,0,0,0,0
470296,,,,,0,0,0,0,0,198179,0,0,0,0,0,0,0,0,,0,0
470393,,,,,0,0,0,57687,0,1071136,0,0,0,0,0,0,0,0,,0,0
474881,,,,,0,0,0,21790,0,2668684,0,0,0,0,0,0,0,0,0,0,0
474915,,,,,0,0,0,0,0,3546025,0,0,0,0,0,0,0,0,,0,0
474924,,,,,0,0,0,0,0,1369774,0,0,0,0,0,0,0,0,,0,0
474933,,,,,0,0,0,0,0,793050,0,0,0,0,0,0,0,0,,0,0
474942,,,,,0,0,0,0,0,1007883,0,0,0,0,0,0,0,0,,0,0
474997,694358,-166529,-1444731,-1611259,11826,0,11826,9696,9696,4070345,0,0,0,0,0,0,0,0,,0,0
475015,,,,,18597,18597,0,15850,0,2446910,0,0,0,0,0,0,0,0,,217294,211449
475024,,,,,11308,0,11308,18405,18405,3163862,0,0,0,0,0,0,0,0,,0,0
475042,398352,-621068,2211984,-680835,53480,53480,0,58777,1291446,2436803,1179189,0,1179189,53480,0,53480,0,0,0,0,0
475060,381035,-109693,-4324161,-4433855,0,0,0,0,0,4675537,0,0,0,0,0,0,0,0,,0,0
475079,754916,-931634,-3774133,-4580217,0,0,0,0,0,767363,0,0,0,0,0,0,0,0,,0,0
475097,,,,,0,0,0,77238,0,4767534,0,0,0,0,0,0,0,0,,0,0
475121,13955407,2681803,-19166942,-22011701,301336,301336,0,10023371,34131819,101452078,23807112,0,23807112,301336,0,301336,0,0,0,0,0
475130,1425674,140945,1067907,-926962,126471,0,126471,104817,104817,4156691,0,0,0,0,0,0,0,0,,0,0
475194,872151,-963027,-4616087,-5579112,0,0,0,0,0,3008045,0,0,0,0,0,0,0,0,,0,0
475255,,,,,0,0,0,0,0,709552,0,0,0,0,0,0,0,0,,0,0
475282,,,,,0,0,0,0,0,1104156,0,0,0,0,0,0,0,0,,0,0
475291,837075,-940712,1385387,444675,54252,54252,0,0,12519,1946214,0,0,0,0,0,0,0,0,0,0,0
475325,,,,,0,0,0,3000,0,4543097,0,0,0,0,0,0,0,0,,0,0
475352,,,,,15965,0,15965,0,739321,8789571,0,0,0,0,0,0,0,0,,0,0
475370,,,,,1335,0,1335,146486,848685,12031818,0,0,0,0,0,0,0,0,,0,0
475389,,,,,0,0,0,0,0,360598,0,0,0,0,0,0,0,0,,0,0
475404,,,,,0,0,0,0,0,637371,0,0,0,0,0,0,0,0,,0,0
475413,,,,,0,0,0,0,0,560541,0,0,0,0,0,0,0,0,,0,0
475431,,,,,474090,44000,430090,0,442790,443019,357179,357179,0,474090,0,44000,0,0,,0,0
475459,,,,,5800,5800,0,137800,120440,6041749,0,0,0,0,0,0,0,0,,0,0
475468,,,,,0,0,0,0,7700,1025468,0,0,0,0,0,0,0,0,,0,0
475495,8253022,544113,2116846,2660955,0,0,0,40609,24109,11231395,0,0,0,0,0,0,0,0,0,156668,126345
475501,,,,,0,0,0,0,0,976000,0,0,0,0,0,0,0,0,,0,0
475510,2915309,47510,1735077,1795587,0,0,0,0,0,2126402,0,0,0,0,0,0,0,0,0,0,0
475538,,,,,0,0,0,0,0,612515,0,0,0,0,0,0,0,0,,0,0
475547,,,,,0,0,0,0,0,1627225,0,0,0,0,0,0,0,0,,0,0
475556,,,,,0,0,0,0,0,1663251,0,0,0,0,0,0,0,0,,0,0
475574,,,,,0,0,0,0,0,728322,0,0,0,0,0,0,0,0,,0,0
475583,,,,,0,0,0,0,0,1296207,0,0,0,0,0,0,0,0,,0,0
475592,,,,,0,0,0,10469,36346,501381,0,0,0,0,0,0,0,0,,0,0
475617,,,,,122789,107295,15494,38323,795766,8924695,0,0,0,0,0,0,0,0,,0,0
475626,,,,,0,0,0,0,0,362753,0,0,0,0,0,0,0,0,,0,0
475635,799332,52959,214860,276603,11252,11252,0,0,0,608948,0,0,0,0,0,0,0,0,0,0,0
475644,,,,,2149,2149,0,0,0,384001,0,0,0,2149,0,2149,0,0,,0,0
475653,,,,,0,0,0,0,0,271899,0,0,0,0,0,0,0,0,,0,0
475699,603605,-1414582,1871461,456879,103061,103061,0,336627,336627,3375035,0,0,0,0,0,0,0,0,0,0,0
475714,831030,298663,369014,544070,51543,51543,0,0,0,1920865,0,0,0,0,0,0,0,0,,0,0
475732,,,,,0,0,0,307698,307698,20838613,0,0,0,0,0,0,0,0,0,0,0
475741,,,,,102870,102870,0,159890,159890,4987098,0,0,0,0,0,0,0,0,0,0,0
475750,,,,,0,0,0,16364,16364,3422786,0,0,0,0,0,0,0,0,,0,0
475839,1639836,64030,1337818,1342825,0,0,0,0,0,2278010,0,0,0,0,0,0,0,0,,0,0
475866,,,,,0,0,0,58212,693969,5653499,0,0,0,0,0,0,0,0,,0,0
476179,,,,,403170,403170,0,20150,0,1700475,0,0,0,0,0,0,0,0,,0,0
476230,,,,,9000,0,9000,27400,0,1314227,0,0,0,0,0,0,0,0,,0,0
476294,,,,,0,0,0,20625,0,1449984,0,0,0,0,0,0,0,0,,0,0
476337,,,,,0,0,0,66940,123364,2156901,0,0,0,0,0,0,0,0,,0,0
476346,,,,,0,0,0,4069,0,2048748,0,0,0,0,0,0,0,0,,0,0
476355,,,,,838,838,0,0,0,1736362,0,0,0,0,0,0,0,0,,0,0
476489,,,,,0,0,0,0,0,689130,0,0,0,0,0,0,0,0,,0,0
476498,,,,,0,0,0,0,0,946676,0,0,0,0,0,0,0,0,,0,0
476513,,,,,27625,0,27625,0,0,663844,0,0,0,0,0,0,0,0,,0,0
476522,,,,,0,0,0,0,0,772325,0,0,0,0,0,0,0,0,,0,0
476531,,,,,14688,0,14688,0,0,177308,0,0,0,14688,0,0,0,0,,0,0
476540,,,,,0,0,0,0,0,414156,0,0,0,0,0,0,0,0,,0,0
476559,,,,,0,0,0,0,0,277629,0,0,0,0,0,0,0,0,,0,0
476568,,,,,0,0,0,0,0,189320,0,0,0,0,0,0,0,0,,0,0
476586,,,,,19455,0,19455,0,35575,1186834,0,0,0,19455,0,0,0,0,,0,0
476595,,,,,0,0,0,0,0,1079691,0,0,0,0,0,0,0,0,,11932,11932
476610,,,,,0,0,0,0,0,249614,0,0,0,0,0,0,0,0,,0,0
476629,,,,,0,0,0,0,0,1019826,0,0,0,0,0,0,0,0,,0,0
476674,,,,,0,0,0,0,0,238999,0,0,0,0,0,0,0,0,,0,0
476683,,,,,0,0,0,10528,0,3051138,0,0,0,0,0,0,0,0,,0,0
476708,,,,,0,0,0,0,0,722866,0,0,0,0,0,0,0,0,,0,0
476726,,,,,176499,0,176499,0,0,3785099,0,0,0,0,0,0,0,0,,0,0
476735,,,,,0,0,0,0,5775,421682,169771,0,169771,0,0,0,0,0,,0,0
476744,,,,,0,0,0,0,0,1082368,0,0,0,0,0,0,0,0,,0,0
476753,,,,,0,0,0,0,0,3544120,0,0,0,0,0,0,0,0,,0,0
476771,,,,,0,0,0,0,0,348692,0,0,0,0,0,0,0,0,,0,0
476780,,,,,0,0,0,0,0,221984,224525,0,224525,0,0,0,0,0,,0,0
476799,,,,,0,0,0,0,0,279940,0,0,0,0,0,0,0,0,,0,0
476805,,,,,0,0,0,0,0,305828,0,0,0,0,0,0,0,0,,0,0
476814,,,,,0,0,0,0,0,1386927,0,0,0,0,0,0,0,0,,0,0
476823,,,,,0,0,0,4950,0,574103,0,0,0,0,0,0,0,0,,0,0
476841,,,,,0,0,0,0,0,1865704,0,0,0,0,0,0,0,0,,0,0
476850,,,,,0,0,0,12311,11770,525954,0,0,0,0,0,0,0,50012,,0,0
476869,,,,,0,0,0,0,12900,1902994,0,0,0,0,0,0,0,0,,0,0
476878,,,,,0,0,0,0,0,739674,0,0,0,0,0,0,0,0,,0,0
476887,,,,,0,0,0,0,0,2003850,0,0,0,0,0,0,0,0,,0,0
476896,,,,,0,0,0,0,0,132040,0,0,0,0,0,0,0,0,,0,0
476902,,,,,0,0,0,14365,14365,347443,0,0,0,0,0,0,0,0,,0,0
476911,,,,,0,0,0,38005,0,2777191,0,0,0,0,0,0,0,0,,0,0
476939,,,,,12229,12229,0,0,0,1575341,0,0,0,0,0,0,0,0,,0,0
476948,16631186,3113488,5820292,8934109,0,0,0,28228,0,5994824,0,0,0,0,0,0,0,0,,0,0
476957,,,,,0,0,0,0,0,55922,0,0,0,0,0,0,0,0,,0,0
476966,,,,,0,0,0,0,0,2830855,0,0,0,0,0,0,0,0,,0,0
476984,,,,,0,0,0,10750,0,2044725,0,0,0,0,0,0,0,0,,0,0
476993,,,,,32251,0,32251,0,32101,1775394,0,0,0,0,0,0,0,0,,275320,0
477002,,,,,0,0,0,2762,2762,293336,0,0,0,0,0,0,0,0,,0,0
477039,,,,,0,0,0,44000,0,13605309,0,0,0,0,0,0,0,0,0,0,0
477996,,,,,89395,89395,0,3438,3438,1222614,0,0,0,0,0,0,0,0,0,0,0
478005,,,,,74415,74415,0,9772,9772,1646590,0,0,0,0,0,0,0,0,0,0,0
