UNITID,EFFYLEV,EFYTOTLT,XEYTOTLM,EFYTOTLM,EFYTOTLW
443225,2,76,R,69,7
443234,1,395,R,50,345
443234,2,395,R,50,345
443252,1,1232,R,1012,220
443252,2,1232,R,1012,220
443261,1,252,R,23,229
443261,2,252,R,23,229
443270,1,223,R,36,187
443270,2,223,R,36,187
443289,1,274,R,48,226
443289,2,274,R,48,226
443298,1,67,R,60,7
443298,2,67,R,60,7
443322,1,468,R,86,382
443322,2,468,R,86,382
443331,1,1961,R,469,1492
443331,2,1961,R,469,1492
443340,1,79,R,45,34
443340,2,63,R,34,29
443340,4,16,R,11,5
443359,1,136,R,93,43
443359,2,136,R,93,43
443377,1,199,R,190,9
443377,2,199,R,190,9
443395,1,340,R,84,256
443395,2,340,R,84,256
443410,1,1126,R,878,248
443410,2,1030,R,797,233
443410,4,96,R,81,15
443483,1,204,R,34,170
443483,2,204,R,34,170
443492,1,2643,R,1083,1560
443492,2,2643,R,1083,1560
443544,1,138,R,43,95
443544,2,133,R,40,93
443544,4,5,R,3,2
443562,1,1396,R,333,1063
443562,2,1220,R,274,946
443562,4,176,R,59,117
443571,1,120,R,92,28
443571,2,120,R,92,28
443599,1,810,R,41,769
443599,2,541,R,32,509
443599,4,269,R,9,260
443623,1,1293,R,594,699
443623,2,1293,R,594,699
443632,1,142,R,107,35
443632,2,142,R,107,35
443641,1,264,R,9,255
443641,2,264,R,9,255
443650,1,943,R,209,734
443650,2,943,R,209,734
443669,1,585,R,74,511
443669,2,585,R,74,511
443678,1,146,R,6,140
443678,2,146,R,6,140
443696,1,32,R,14,18
443696,2,32,R,14,18
443702,1,42,R,22,20
443702,4,42,R,22,20
443748,1,552,R,50,502
443748,2,552,R,50,502
443766,1,3460,R,805,2655
443766,2,2582,R,617,1965
443766,4,878,R,188,690
443784,1,3327,R,1151,2176
443784,2,2615,R,890,1725
443784,4,712,R,261,451
443827,1,648,R,304,344
443827,2,648,R,304,344
443836,1,766,R,82,684
443836,2,766,R,82,684
443854,1,676,R,272,404
443854,2,676,R,272,404
443942,1,172,R,7,165
443942,2,172,R,7,165
443951,1,115,R,70,45
443951,2,115,R,70,45
443979,1,122,R,2,120
443979,2,122,R,2,120
444024,1,840,R,152,688
444024,2,840,R,152,688
444042,1,1914,R,543,1371
444042,2,1862,R,532,1330
444042,4,52,R,11,41
444051,1,151,R,7,144
444051,2,151,R,7,144
444088,1,471,R,105,366
444088,2,471,R,105,366
444103,1,20,R,18,2
444103,4,20,R,18,2
444130,1,15047,R,5108,9939
444130,2,259,R,69,190
444130,4,14788,R,5039,9749
444194,1,332,R,16,316
444194,2,332,R,16,316
444200,1,590,R,80,510
444200,2,590,R,80,510
444219,1,12490,R,5285,7205
444219,2,12490,R,5285,7205
444228,1,37,R,2,35
444228,2,37,R,2,35
444237,1,394,R,72,322
444237,2,394,R,72,322
444255,1,309,R,62,247
444255,2,309,R,62,247
444264,1,228,R,62,166
444264,2,228,R,62,166
444282,1,144,R,9,135
444282,2,144,R,9,135
444291,1,171,R,7,164
444291,2,171,R,7,164
444307,1,154,R,5,149
444307,2,154,R,5,149
444316,1,178,R,1,177
444316,2,178,R,1,177
444325,1,81,R,22,59
444325,2,81,R,22,59
444334,1,73,R,12,61
444334,2,73,R,12,61
444343,1,131,R,13,118
444343,2,131,R,13,118
444361,1,177,R,59,118
444361,2,177,R,59,118
444370,1,164,R,163,1
444370,2,164,R,163,1
444398,1,219,R,114,105
444398,2,219,R,114,105
444404,1,58,R,35,23
444404,2,58,R,35,23
444413,1,125,R,125,0
444413,2,105,R,105,0
444413,4,20,R,20,0
444422,1,231,R,9,222
444422,2,231,R,9,222
444440,1,123,R,17,106
444440,2,123,R,17,106
444468,1,38,R,3,35
444468,2,38,R,3,35
444486,1,595,R,24,571
444486,2,595,R,24,571
444510,1,211,R,32,179
444510,2,211,R,32,179
444529,1,184,R,25,159
444529,2,184,R,25,159
444547,1,29,R,2,27
444547,2,29,R,2,27
444556,1,317,R,137,180
444556,2,317,R,137,180
444565,1,449,R,195,254
444565,2,449,R,195,254
444583,1,1369,R,738,631
444583,2,1369,R,738,631
444592,1,150,R,12,138
444592,2,150,R,12,138
444608,1,69,R,4,65
444608,2,69,R,4,65
444635,1,114,R,17,97
444635,2,114,R,17,97
444644,1,63,R,4,59
444644,2,63,R,4,59
444653,1,82,R,1,81
444653,2,82,R,1,81
444662,1,84,R,67,17
444662,2,84,R,67,17
444671,1,315,R,157,158
444671,2,315,R,157,158
444680,1,323,R,159,164
444680,2,323,R,159,164
444699,1,55,R,21,34
444699,4,55,R,21,34
444705,1,36,R,12,24
444705,2,36,R,12,24
444714,1,355,R,44,311
444714,2,355,R,44,311
444732,1,308,R,112,196
444732,2,308,R,112,196
444769,1,321,R,46,275
444769,2,321,R,46,275
444778,1,152,R,75,77
444778,2,114,R,55,59
444778,4,38,R,20,18
444787,1,367,R,54,313
444787,2,367,R,54,313
444796,1,215,R,137,78
444796,2,215,R,137,78
444811,1,238,R,34,204
444811,2,238,R,34,204
444857,1,63,R,0,63
444857,2,63,R,0,63
444866,1,310,R,46,264
444866,2,310,R,46,264
444893,1,790,R,115,675
444893,2,790,R,115,675
444909,1,15,R,1,14
444909,2,15,R,1,14
444927,1,452,R,246,206
444927,2,452,R,246,206
444936,1,54,R,9,45
444936,2,54,R,9,45
444945,1,696,R,36,660
444945,2,696,R,36,660
444954,1,2869,R,1537,1332
444954,2,2869,R,1537,1332
444972,1,387,R,193,194
444972,2,387,R,193,194
444990,1,585,R,195,390
444990,2,585,R,195,390
445027,1,23542,R,7493,16049
445027,2,21094,R,6706,14388
445027,4,2448,R,787,1661
445054,1,28,R,27,1
445054,4,28,R,27,1
445090,1,1123,R,222,901
445090,2,1123,R,222,901
445115,1,634,R,319,315
445115,2,634,R,319,315
445124,1,68,R,27,41
445124,2,68,R,27,41
445133,1,742,R,305,437
445133,2,565,R,229,336
445133,4,177,R,76,101
445188,1,7013,R,3435,3578
445188,2,6551,R,3175,3376
445188,4,462,R,260,202
445203,1,654,R,99,555
445203,2,654,R,99,555
445212,1,428,R,78,350
445212,2,428,R,78,350
445230,1,1510,R,331,1179
445230,2,1510,R,331,1179
445249,1,444,R,38,406
445249,2,444,R,38,406
445258,1,403,R,146,257
445258,2,403,R,146,257
445267,1,6757,R,2216,4541
445267,2,6358,R,2123,4235
445267,4,399,R,93,306
445300,1,296,R,139,157
445300,2,296,R,139,157
445319,1,88,R,41,47
445319,2,81,R,37,44
445319,4,7,R,4,3
445328,1,549,R,72,477
445328,2,549,R,72,477
445346,1,324,R,36,288
445346,2,324,R,36,288
445364,1,856,R,129,727
445364,2,856,R,129,727
445391,1,109,R,49,60
445391,2,108,R,48,60
445391,4,1,R,1,0
445434,1,717,R,274,443
445434,2,717,R,274,443
445461,1,1024,R,434,590
445461,2,1024,R,434,590
445498,1,64,R,64,0
445498,2,64,R,64,0
445540,1,128,R,9,119
445540,2,128,R,9,119
445559,1,481,R,340,141
445559,2,481,R,340,141
445577,1,370,R,91,279
445577,2,370,R,91,279
445638,1,74,R,11,63
445638,2,74,R,11,63
445647,1,149,R,6,143
445647,2,149,R,6,143
445656,1,241,R,16,225
445656,2,241,R,16,225
445692,1,473,R,425,48
445692,2,473,R,425,48
445708,1,2454,R,835,1619
445708,2,2454,R,835,1619
445726,1,354,R,182,172
445726,2,354,R,182,172
445735,1,1634,R,708,926
445735,2,465,R,110,355
445735,4,1169,R,598,571
445744,1,623,R,141,482
445744,2,623,R,141,482
445762,1,260,R,238,22
445762,2,260,R,238,22
445780,1,59,R,4,55
445780,2,59,R,4,55
445799,1,1996,R,1949,47
445799,2,1996,R,1949,47
445814,1,634,R,102,532
445814,2,634,R,102,532
445841,1,222,R,3,219
445841,2,222,R,3,219
445850,1,213,R,21,192
445850,2,213,R,21,192
445869,1,190,R,77,113
445869,4,190,R,77,113
445911,1,910,R,298,612
445911,2,910,R,298,612
445920,1,216,R,52,164
445920,2,216,R,52,164
445948,1,610,R,96,514
445948,2,610,R,96,514
445957,1,366,R,105,261
445957,2,366,R,105,261
445984,1,113,R,41,72
445984,2,113,R,41,72
446002,1,71,R,22,49
446002,4,71,R,22,49
446039,1,36,R,18,18
446039,4,36,R,18,18
446048,1,1172,R,586,586
446048,2,1131,R,560,571
446048,4,41,R,26,15
446075,1,16,R,2,14
446075,2,16,R,2,14
446084,1,247,R,21,226
446084,2,247,R,21,226
446093,1,264,R,21,243
446093,2,264,R,21,243
446109,1,396,R,36,360
446109,2,396,R,36,360
446118,1,864,R,138,726
446118,2,864,R,138,726
446127,1,233,R,24,209
446127,2,233,R,24,209
446136,1,926,R,166,760
446136,2,926,R,166,760
446163,1,230,R,70,160
446163,2,230,R,70,160
446190,1,19,R,0,19
446190,2,19,R,0,19
446206,1,48,R,0,48
446206,2,48,R,0,48
446224,1,66,R,27,39
446224,2,66,R,27,39
446233,1,285,R,164,121
446233,2,281,R,162,119
446233,4,4,R,2,2
446242,1,277,R,63,214
446242,2,277,R,63,214
446251,1,108,R,28,80
446251,2,108,R,28,80
446260,1,205,R,6,199
446260,2,205,R,6,199
446288,1,136,R,3,133
446288,2,136,R,3,133
446303,1,146,R,10,136
446303,2,146,R,10,136
446349,1,23,R,1,22
446349,2,23,R,1,22
446385,1,219,R,162,57
446385,2,219,R,162,57
446394,1,99,R,45,54
446394,2,60,R,31,29
446394,4,39,R,14,25
446446,1,140,R,49,91
446446,2,140,R,49,91
446455,1,108,R,102,6
446455,2,108,R,102,6
446516,1,51,R,19,32
446516,2,51,R,19,32
446525,1,246,R,207,39
446525,2,246,R,207,39
446534,1,88,R,66,22
446534,2,88,R,66,22
446552,1,2439,R,1165,1274
446552,2,2439,R,1165,1274
446561,1,1804,R,471,1333
446561,2,1641,R,440,1201
446561,4,163,R,31,132
446589,1,163,R,32,131
446589,2,163,R,32,131
446598,1,71,R,14,57
446598,2,71,R,14,57
446604,1,1691,R,1691,0
446604,2,1691,R,1691,0
446613,1,38,R,16,22
446613,2,38,R,16,22
446640,1,4176,R,2804,1372
446640,2,659,R,416,243
446640,4,3517,R,2388,1129
446668,1,374,R,171,203
446668,2,374,R,171,203
446677,1,133,R,60,73
446677,2,133,R,60,73
446729,1,19,R,7,12
446729,2,18,R,7,11
446729,4,1,Z,0,1
446774,1,6847,R,2600,4247
446774,2,6847,R,2600,4247
446792,1,182,R,131,51
446792,2,182,R,131,51
446808,1,236,R,124,112
446808,2,236,R,124,112
446835,1,952,R,488,464
446835,2,952,R,488,464
446844,1,464,R,229,235
446844,2,464,R,229,235
446880,1,596,R,117,479
446880,2,596,R,117,479
446996,1,120,R,21,99
446996,2,120,R,21,99
447014,1,416,R,29,387
447014,2,416,R,29,387
447023,1,763,R,345,418
447023,2,763,R,345,418
447050,1,607,R,277,330
447050,2,224,R,70,154
447050,4,383,R,207,176
447102,1,598,R,104,494
447102,2,598,R,104,494
447120,1,516,R,64,452
447120,2,516,R,64,452
447148,1,279,R,16,263
447148,2,279,R,16,263
447166,1,101,R,3,98
447166,2,101,R,3,98
447175,1,159,R,8,151
447175,2,159,R,8,151
447209,1,334,R,50,284
447209,2,334,R,50,284
447263,1,794,R,175,619
447263,2,794,R,175,619
447272,1,805,R,260,545
447272,2,473,R,156,317
447272,4,332,R,104,228
447290,1,631,R,180,451
447290,2,631,R,180,451
447360,1,76,R,17,59
447360,2,76,R,17,59
447379,1,349,R,28,321
447379,2,349,R,28,321
447403,1,1074,R,1043,31
447403,2,1074,R,1043,31
447421,1,350,R,119,231
447421,2,350,R,119,231
447430,1,186,R,12,174
447430,2,186,R,12,174
447449,1,52,R,6,46
447449,2,52,R,6,46
447458,1,565,R,448,117
447458,2,565,R,448,117
447467,1,489,R,40,449
447467,2,489,R,40,449
447476,1,26,R,7,19
447476,2,26,R,7,19
447494,1,253,R,31,222
447494,2,253,R,31,222
447519,1,310,R,22,288
447519,2,310,R,22,288
447528,1,119,R,28,91
447528,2,119,R,28,91
447582,1,2432,R,912,1520
447582,2,2432,R,912,1520
447591,1,598,R,100,498
447591,2,598,R,100,498
447607,1,629,R,256,373
447607,2,629,R,256,373
447616,1,615,R,220,395
447616,2,615,R,220,395
447634,1,624,R,146,478
447634,2,624,R,146,478
447670,1,183,R,64,119
447670,2,183,R,64,119
447689,1,14245,R,6170,8075
447689,2,14245,R,6170,8075
447698,1,128,R,29,99
447698,4,128,R,29,99
447704,1,81,R,6,75
447704,2,81,R,6,75
447713,1,108,R,23,85
447713,2,108,R,23,85
447722,1,55,R,6,49
447722,2,55,R,6,49
447731,1,230,R,23,207
447731,2,230,R,23,207
447759,1,326,R,83,243
447759,2,326,R,83,243
447768,1,2434,R,527,1907
447768,2,2434,R,527,1907
447777,1,870,R,511,359
447777,2,870,R,511,359
447795,1,46,R,12,34
447795,2,46,R,12,34
447801,1,469,R,165,304
447801,4,469,R,165,304
447810,1,491,R,42,449
447810,2,491,R,42,449
447847,1,155,R,143,12
447847,2,155,R,143,12
447865,1,37,R,31,6
447865,2,37,R,31,6
447874,1,484,R,475,9
447874,2,484,R,475,9
447883,1,420,R,158,262
447883,2,420,R,158,262
447892,1,240,R,50,190
447892,2,240,R,50,190
447908,1,40,R,6,34
447908,2,40,R,6,34
447917,1,47,R,5,42
447917,2,47,R,5,42
447935,1,360,R,16,344
447935,2,360,R,16,344
447953,1,726,R,416,310
447953,2,617,R,346,271
447953,4,109,R,70,39
447962,1,366,R,96,270
447962,2,366,R,96,270
447971,1,295,R,8,287
447971,2,295,R,8,287
447980,1,124,R,8,116
447980,2,124,R,8,116
447999,1,364,R,77,287
447999,2,364,R,77,287
448008,1,23,R,2,21
448008,2,23,R,2,21
448017,1,88,R,4,84
448017,2,88,R,4,84
448026,1,147,R,3,144
448026,2,147,R,3,144
448035,1,66,R,15,51
448035,2,66,R,15,51
448044,1,36,R,7,29
448044,2,36,R,7,29
448071,1,369,R,31,338
448071,2,369,R,31,338
448123,1,357,R,86,271
448123,2,357,R,86,271
448150,1,113,R,10,103
448150,2,113,R,10,103
448196,1,208,R,34,174
448196,2,208,R,34,174
448220,1,136,R,8,128
448220,2,136,R,8,128
448239,1,178,R,0,178
448239,2,178,R,0,178
448248,1,3434,R,1571,1863
448248,2,3434,R,1571,1863
448257,1,29,R,1,28
448257,2,29,R,1,28
448275,1,40,R,9,31
448275,2,40,R,9,31
448284,1,2770,R,738,2032
448284,2,889,R,310,579
448284,4,1881,R,428,1453
448309,1,598,R,149,449
448309,2,461,R,110,351
448309,4,137,R,39,98
448345,1,1072,R,434,638
448345,2,1072,R,434,638
448354,1,223,R,28,195
448354,2,223,R,28,195
448424,1,120,R,2,118
448424,2,120,R,2,118
448433,1,2180,R,2111,69
448433,2,2180,R,2111,69
448567,1,331,R,119,212
448567,2,317,R,113,204
448567,4,14,R,6,8
448576,1,2093,R,1297,796
448576,2,2093,R,1297,796
448585,1,458,R,68,390
448585,2,458,R,68,390
448594,1,5864,R,2280,3584
448594,2,5864,R,2280,3584
448600,1,599,R,46,553
448600,2,599,R,46,553
448619,1,655,R,53,602
448619,2,655,R,53,602
448646,1,255,R,8,247
448646,2,255,R,8,247
448664,1,716,R,498,218
448664,2,716,R,498,218
448673,1,2508,R,430,2078
448673,2,2508,R,430,2078
448691,1,149,R,38,111
448691,4,149,R,38,111
448707,1,361,R,85,276
448707,2,361,R,85,276
448716,1,339,R,71,268
448716,2,339,R,71,268
448734,1,659,R,199,460
448734,2,313,R,90,223
448734,4,346,R,109,237
448752,1,394,R,166,228
448752,2,394,R,166,228
448761,1,166,R,67,99
448761,2,166,R,67,99
448770,1,427,R,408,19
448770,2,427,R,408,19
448798,1,119,R,7,112
448798,2,119,R,7,112
448822,1,8,R,3,5
448822,2,8,R,3,5
448840,1,5744,R,2216,3528
448840,2,4866,R,1899,2967
448840,4,878,R,317,561
448859,1,206,R,200,6
448859,2,206,R,200,6
448886,1,12368,R,4115,8253
448886,2,10334,R,3556,6778
448886,4,2034,R,559,1475
448895,1,726,R,89,637
448895,2,726,R,89,637
448974,1,346,R,66,280
448974,2,346,R,66,280
448983,1,497,R,66,431
448983,2,497,R,66,431
449010,1,1023,R,559,464
449010,2,1023,R,559,464
449038,1,3872,R,1514,2358
449038,2,2765,R,1108,1657
449038,4,1107,R,406,701
449074,1,1310,R,177,1133
449074,2,1310,R,177,1133
449083,1,437,R,401,36
449083,2,437,R,401,36
449092,1,346,R,311,35
449092,2,346,R,311,35
449117,1,642,R,70,572
449117,2,642,R,70,572
449126,1,200,R,18,182
449126,2,200,R,18,182
449135,1,416,R,104,312
449135,2,416,R,104,312
449144,1,305,R,66,239
449144,2,305,R,66,239
449250,1,684,R,180,504
449250,2,684,R,180,504
449269,1,589,R,214,375
449269,2,589,R,214,375
449302,1,110,R,17,93
449302,2,110,R,17,93
449311,1,226,R,11,215
449311,2,226,R,11,215
449320,1,907,R,877,30
449320,2,907,R,877,30
449339,1,100156,R,64768,35388
449339,2,82624,R,54204,28420
449339,4,17532,R,10564,6968
449348,1,191,R,78,113
449348,2,157,R,60,97
449348,4,34,R,18,16
449357,1,96,R,7,89
449357,2,96,R,7,89
449366,1,842,R,39,803
449366,2,842,R,39,803
449384,1,893,R,582,311
449384,2,893,R,582,311
449393,1,99,R,42,57
449393,2,99,R,42,57
449445,1,204,R,34,170
449445,2,204,R,34,170
449454,1,81,R,14,67
449454,2,81,R,14,67
449463,1,85,R,20,65
449463,2,85,R,20,65
449472,1,103,R,8,95
449472,2,103,R,8,95
449481,1,46,R,14,32
449481,4,46,R,14,32
449490,1,139,R,23,116
449490,2,139,R,23,116
449506,1,813,R,160,653
449506,2,813,R,160,653
449524,1,173,R,36,137
449524,2,173,R,36,137
449533,1,241,R,47,194
449533,2,241,R,47,194
449597,1,23,R,0,23
449597,2,23,R,0,23
449603,1,176,R,146,30
449603,2,176,R,146,30
449612,1,242,R,107,135
449612,2,242,R,107,135
449658,1,169,R,169,0
449658,2,169,R,169,0
449667,1,171,R,37,134
449667,2,171,R,37,134
449676,1,258,R,132,126
449676,2,258,R,132,126
449685,1,302,R,38,264
449685,2,302,R,38,264
449700,1,615,R,124,491
449700,2,615,R,124,491
449719,1,267,R,18,249
449719,2,267,R,18,249
449728,1,119,R,10,109
449728,2,119,R,10,109
449764,1,109,R,72,37
449764,2,109,R,72,37
449773,1,264,R,95,169
449773,2,264,R,95,169
449782,1,93,R,1,92
449782,2,93,R,1,92
449807,1,265,R,6,259
449807,2,265,R,6,259
449816,1,691,R,357,334
449816,2,691,R,357,334
449834,1,55,R,51,4
449834,4,55,R,51,4
449852,1,73,R,1,72
449852,2,73,R,1,72
449861,1,298,R,27,271
449861,2,298,R,27,271
449870,1,369,R,165,204
449870,2,157,R,55,102
449870,4,212,R,110,102
449889,1,5214,R,1685,3529
449889,4,5214,R,1685,3529
449898,1,1522,R,383,1139
449898,2,903,R,234,669
449898,4,619,R,149,470
449904,1,309,R,18,291
449904,2,309,R,18,291
449922,1,202,R,93,109
449922,4,202,R,93,109
449931,1,1453,R,585,868
449931,2,881,R,358,523
449931,4,572,R,227,345
449959,1,426,R,45,381
449959,2,426,R,45,381
449968,1,400,R,40,360
449968,2,400,R,40,360
449977,1,319,R,14,305
449977,2,319,R,14,305
449986,1,449,R,49,400
449986,2,449,R,49,400
449995,1,290,R,22,268
449995,2,290,R,22,268
450003,1,292,R,52,240
450003,2,292,R,52,240
450021,1,499,R,108,391
450021,2,499,R,108,391
450049,1,260,R,141,119
450049,2,260,R,141,119
450058,1,1023,R,183,840
450058,2,1023,R,183,840
450067,1,653,R,204,449
450067,2,653,R,204,449
450076,1,634,R,86,548
450076,2,634,R,86,548
450085,1,644,R,252,392
450085,2,644,R,252,392
450094,1,1008,R,561,447
450094,2,1008,R,561,447
450119,1,468,R,82,386
450119,2,468,R,82,386
450128,1,851,R,71,780
450128,2,851,R,71,780
450173,1,28811,R,1799,27012
450173,2,28811,R,1799,27012
450182,1,344,R,151,193
450182,2,344,R,151,193
450191,1,715,R,162,553
450191,2,715,R,162,553
450289,1,645,R,128,517
450289,2,645,R,128,517
450298,1,485,R,163,322
450298,2,380,R,130,250
450298,4,105,R,33,72
450304,1,227,R,116,111
450304,4,227,R,116,111
450377,1,1190,R,291,899
450377,2,690,R,175,515
450377,4,500,R,116,384
450395,1,205,R,8,197
450395,2,205,R,8,197
450401,1,637,R,78,559
450401,2,637,R,78,559
450456,1,110,R,26,84
450456,2,105,R,26,79
450456,4,5,Z,0,5
450465,1,282,R,102,180
450465,2,282,R,102,180
450483,1,226,R,116,110
450483,2,224,R,114,110
450483,4,2,R,2,0
450526,1,920,R,299,621
450526,2,601,R,201,400
450526,4,319,R,98,221
450535,1,598,R,145,453
450535,2,257,R,69,188
450535,4,341,R,76,265
450544,1,533,R,229,304
450544,2,301,R,131,170
450544,4,232,R,98,134
450571,1,1419,R,271,1148
450571,2,1419,R,271,1148
450599,1,143,R,9,134
450599,2,143,R,9,134
450605,1,177,R,14,163
450605,2,177,R,14,163
450614,1,155,R,5,150
450614,2,155,R,5,150
450632,1,212,R,40,172
450632,2,212,R,40,172
450641,1,237,R,22,215
450641,2,237,R,22,215
450650,1,365,R,21,344
450650,2,365,R,21,344
450669,1,145,R,110,35
450669,2,145,R,110,35
450678,1,82,R,14,68
450678,2,82,R,14,68
450696,1,975,R,124,851
450696,2,975,R,124,851
450702,1,901,R,148,753
450702,2,901,R,148,753
450711,1,133,R,109,24
450711,2,133,R,109,24
450720,1,417,R,14,403
450720,2,417,R,14,403
450739,1,233,R,9,224
450739,2,233,R,9,224
450757,1,163,R,6,157
450757,2,163,R,6,157
450766,1,200,R,65,135
450766,2,41,R,10,31
450766,4,159,R,55,104
450933,1,35819,R,22223,13596
450933,2,25823,R,16929,8894
450933,4,9996,R,5294,4702
450942,1,722,R,327,395
450942,4,722,R,327,395
450951,1,152,R,94,58
450951,2,152,R,94,58
450960,1,164,R,24,140
450960,2,164,R,24,140
450979,1,11700,R,7334,4366
450979,2,7124,R,4737,2387
450979,4,4576,R,2597,1979
450988,1,341,R,62,279
450988,2,341,R,62,279
451006,1,192,R,64,128
451006,2,192,R,64,128
451033,1,12,R,0,12
451033,2,12,R,0,12
451042,1,76,R,4,72
451042,2,76,R,4,72
451051,1,115,R,16,99
451051,2,115,R,16,99
451060,1,432,R,279,153
451060,2,402,R,260,142
451060,4,30,R,19,11
451079,1,83,R,13,70
451079,4,83,R,13,70
451097,1,239,R,81,158
451097,2,239,R,81,158
451103,1,1770,R,493,1277
451103,2,1770,R,493,1277
451121,1,184,R,14,170
451121,2,184,R,14,170
451130,1,220,R,133,87
451130,4,220,R,133,87
451149,1,847,R,56,791
451149,2,847,R,56,791
451158,1,897,R,49,848
451158,2,897,R,49,848
451167,1,202,R,92,110
451167,2,202,R,92,110
451194,1,45,R,4,41
451194,2,45,R,4,41
451228,1,389,R,347,42
451228,2,389,R,347,42
451237,1,170,R,5,165
451237,2,170,R,5,165
451255,1,89,R,7,82
451255,2,89,R,7,82
451264,1,196,R,44,152
451264,2,196,R,44,152
451282,1,173,R,3,170
451282,2,173,R,3,170
451291,1,28,R,5,23
451291,2,28,R,5,23
451307,1,105,R,1,104
451307,2,105,R,1,104
451334,1,305,R,99,206
451334,2,305,R,99,206
451343,1,194,R,7,187
451343,2,194,R,7,187
451352,1,569,R,54,515
451352,2,569,R,54,515
451361,1,38,R,9,29
451361,2,38,R,9,29
451370,1,66,R,66,0
451370,2,66,R,66,0
451398,1,234,R,234,0
451398,2,234,R,234,0
451404,1,363,R,363,0
451404,2,363,R,363,0
451413,1,436,R,188,248
451413,2,436,R,188,248
451459,1,219,R,63,156
451459,2,219,R,63,156
451468,1,296,R,4,292
451468,2,296,R,4,292
451477,1,432,R,364,68
451477,2,432,R,364,68
451495,1,45,R,3,42
451495,2,45,R,3,42
451501,1,364,R,125,239
451501,2,364,R,125,239
451510,1,393,R,208,185
451510,4,393,R,208,185
451529,1,94,R,2,92
451529,2,94,R,2,92
451538,1,265,R,226,39
451538,2,265,R,226,39
451547,1,54,R,5,49
