UNITID,EFFYLEV,EFYTOTLT,EFYTOTLM,EFYTOTLW
446534,2,88,66,22
446552,1,2439,1165,1274
446552,2,2439,1165,1274
446561,1,1804,471,1333
446561,2,1641,440,1201
446561,4,163,31,132
446589,1,163,32,131
446589,2,163,32,131
446598,1,71,14,57
446598,2,71,14,57
446604,1,1691,1691,0
446604,2,1691,1691,0
446613,1,38,16,22
446613,2,38,16,22
446640,1,4176,2804,1372
446640,2,659,416,243
446640,4,3517,2388,1129
446668,1,374,171,203
446668,2,374,171,203
446677,1,133,60,73
446677,2,133,60,73
446729,1,19,7,12
446729,2,18,7,11
446729,4,1,0,1
446774,1,6847,2600,4247
446774,2,6847,2600,4247
446792,1,182,131,51
446792,2,182,131,51
446808,1,236,124,112
446808,2,236,124,112
446835,1,952,488,464
446835,2,952,488,464
446844,1,464,229,235
446844,2,464,229,235
446880,1,596,117,479
446880,2,596,117,479
446996,1,120,21,99
446996,2,120,21,99
447014,1,416,29,387
447014,2,416,29,387
447023,1,763,345,418
447023,2,763,345,418
447050,1,607,277,330
447050,2,224,70,154
447050,4,383,207,176
447102,1,598,104,494
447102,2,598,104,494
447120,1,516,64,452
447120,2,516,64,452
447148,1,279,16,263
447148,2,279,16,263
447166,1,101,3,98
447166,2,101,3,98
447175,1,159,8,151
447175,2,159,8,151
447209,1,334,50,284
447209,2,334,50,284
447263,1,794,175,619
447263,2,794,175,619
447272,1,805,260,545
447272,2,473,156,317
447272,4,332,104,228
447290,1,631,180,451
447290,2,631,180,451
447360,1,76,17,59
447360,2,76,17,59
447379,1,349,28,321
447379,2,349,28,321
447403,1,1074,1043,31
447403,2,1074,1043,31
447421,1,350,119,231
447421,2,350,119,231
447430,1,186,12,174
447430,2,186,12,174
447449,1,52,6,46
447449,2,52,6,46
447458,1,565,448,117
447458,2,565,448,117
447467,1,489,40,449
447467,2,489,40,449
447476,1,26,7,19
447476,2,26,7,19
447494,1,253,31,222
447494,2,253,31,222
447519,1,310,22,288
447519,2,310,22,288
447528,1,119,28,91
447528,2,119,28,91
447582,1,2432,912,1520
447582,2,2432,912,1520
447591,1,598,100,498
447591,2,598,100,498
447607,1,629,256,373
447607,2,629,256,373
447616,1,615,220,395
447616,2,615,220,395
447634,1,624,146,478
447634,2,624,146,478
447670,1,183,64,119
447670,2,183,64,119
447689,1,14245,6170,8075
447689,2,14245,6170,8075
447698,1,128,29,99
447698,4,128,29,99
447704,1,81,6,75
447704,2,81,6,75
447713,1,108,23,85
447713,2,108,23,85
447722,1,55,6,49
447722,2,55,6,49
447731,1,230,23,207
447731,2,230,23,207
447759,1,326,83,243
447759,2,326,83,243
447768,1,2434,527,1907
447768,2,2434,527,1907
447777,1,870,511,359
447777,2,870,511,359
447795,1,46,12,34
447795,2,46,12,34
447801,1,469,165,304
447801,4,469,165,304
447810,1,491,42,449
447810,2,491,42,449
447847,1,155,143,12
447847,2,155,143,12
447865,1,37,31,6
447865,2,37,31,6
447874,1,484,475,9
447874,2,484,475,9
447883,1,420,158,262
447883,2,420,158,262
447892,1,240,50,190
447892,2,240,50,190
447908,1,40,6,34
447908,2,40,6,34
447917,1,47,5,42
447917,2,47,5,42
447935,1,360,16,344
447935,2,360,16,344
447953,1,726,416,310
447953,2,617,346,271
447953,4,109,70,39
447962,1,366,96,270
447962,2,366,96,270
447971,1,295,8,287
447971,2,295,8,287
447980,1,124,8,116
447980,2,124,8,116
447999,1,364,77,287
447999,2,364,77,287
448008,1,23,2,21
448008,2,23,2,21
448017,1,88,4,84
448017,2,88,4,84
448026,1,147,3,144
448026,2,147,3,144
448035,1,66,15,51
448035,2,66,15,51
448044,1,36,7,29
448044,2,36,7,29
448071,1,369,31,338
448071,2,369,31,338
448123,1,357,86,271
448123,2,357,86,271
448150,1,113,10,103
448150,2,113,10,103
448196,1,208,34,174
448196,2,208,34,174
448220,1,136,8,128
448220,2,136,8,128
448239,1,178,0,178
448239,2,178,0,178
448248,1,3434,1571,1863
448248,2,3434,1571,1863
448257,1,29,1,28
448257,2,29,1,28
448275,1,40,9,31
448275,2,40,9,31
448284,1,2770,738,2032
448284,2,889,310,579
448284,4,1881,428,1453
448309,1,598,149,449
448309,2,461,110,351
448309,4,137,39,98
448345,1,1072,434,638
448345,2,1072,434,638
448354,1,223,28,195
448354,2,223,28,195
448424,1,120,2,118
448424,2,120,2,118
448433,1,2180,2111,69
448433,2,2180,2111,69
448567,1,331,119,212
448567,2,317,113,204
448567,4,14,6,8
448576,1,2093,1297,796
448576,2,2093,1297,796
448585,1,458,68,390
448585,2,458,68,390
448594,1,5864,2280,3584
448594,2,5864,2280,3584
448600,1,599,46,553
448600,2,599,46,553
448619,1,655,53,602
448619,2,655,53,602
448646,1,255,8,247
448646,2,255,8,247
448664,1,716,498,218
448664,2,716,498,218
448673,1,2508,430,2078
448673,2,2508,430,2078
448691,1,149,38,111
448691,4,149,38,111
448707,1,361,85,276
448707,2,361,85,276
448716,1,339,71,268
448716,2,339,71,268
448734,1,659,199,460
448734,2,313,90,223
448734,4,346,109,237
448752,1,394,166,228
448752,2,394,166,228
448761,1,166,67,99
448761,2,166,67,99
448770,1,427,408,19
448770,2,427,408,19
448798,1,119,7,112
448798,2,119,7,112
448822,1,8,3,5
448822,2,8,3,5
448840,1,5744,2216,3528
448840,2,4866,1899,2967
448840,4,878,317,561
448859,1,206,200,6
448859,2,206,200,6
448886,1,12368,4115,8253
448886,2,10334,3556,6778
448886,4,2034,559,1475
448895,1,726,89,637
448895,2,726,89,637
448974,1,346,66,280
448974,2,346,66,280
448983,1,497,66,431
448983,2,497,66,431
449010,1,1023,559,464
449010,2,1023,559,464
449038,1,3872,1514,2358
449038,2,2765,1108,1657
449038,4,1107,406,701
449074,1,1310,177,1133
449074,2,1310,177,1133
449083,1,437,401,36
449083,2,437,401,36
449092,1,346,311,35
449092,2,346,311,35
449117,1,642,70,572
449117,2,642,70,572
449126,1,200,18,182
449126,2,200,18,182
449135,1,416,104,312
449135,2,416,104,312
449144,1,305,66,239
449144,2,305,66,239
449250,1,684,180,504
449250,2,684,180,504
449269,1,589,214,375
449269,2,589,214,375
449302,1,110,17,93
449302,2,110,17,93
449311,1,226,11,215
449311,2,226,11,215
449320,1,907,877,30
449320,2,907,877,30
449339,1,100156,64768,35388
449339,2,82624,54204,28420
449339,4,17532,10564,6968
449348,1,191,78,113
449348,2,157,60,97
449348,4,34,18,16
449357,1,96,7,89
449357,2,96,7,89
449366,1,842,39,803
449366,2,842,39,803
449384,1,893,582,311
449384,2,893,582,311
449393,1,99,42,57
449393,2,99,42,57
449445,1,204,34,170
449445,2,204,34,170
449454,1,81,14,67
449454,2,81,14,67
449463,1,85,20,65
449463,2,85,20,65
449472,1,103,8,95
449472,2,103,8,95
449481,1,46,14,32
449481,4,46,14,32
449490,1,139,23,116
449490,2,139,23,116
449506,1,813,160,653
449506,2,813,160,653
449524,1,173,36,137
449524,2,173,36,137
449533,1,241,47,194
449533,2,241,47,194
449597,1,23,0,23
449597,2,23,0,23
449603,1,176,146,30
449603,2,176,146,30
449612,1,242,107,135
449612,2,242,107,135
449658,1,169,169,0
449658,2,169,169,0
449667,1,171,37,134
449667,2,171,37,134
449676,1,258,132,126
449676,2,258,132,126
449685,1,302,38,264
449685,2,302,38,264
449700,1,615,124,491
449700,2,615,124,491
449719,1,267,18,249
449719,2,267,18,249
449728,1,119,10,109
449728,2,119,10,109
449764,1,109,72,37
449764,2,109,72,37
449773,1,264,95,169
449773,2,264,95,169
449782,1,93,1,92
449782,2,93,1,92
449807,1,265,6,259
449807,2,265,6,259
449816,1,691,357,334
449816,2,691,357,334
449834,1,55,51,4
449834,4,55,51,4
449852,1,73,1,72
449852,2,73,1,72
449861,1,298,27,271
449861,2,298,27,271
449870,1,369,165,204
449870,2,157,55,102
449870,4,212,110,102
449889,1,5214,1685,3529
449889,4,5214,1685,3529
449898,1,1522,383,1139
449898,2,903,234,669
449898,4,619,149,470
449904,1,309,18,291
449904,2,309,18,291
449922,1,202,93,109
449922,4,202,93,109
449931,1,1453,585,868
449931,2,881,358,523
449931,4,572,227,345
449959,1,426,45,381
449959,2,426,45,381
449968,1,400,40,360
449968,2,400,40,360
449977,1,319,14,305
449977,2,319,14,305
449986,1,449,49,400
449986,2,449,49,400
449995,1,290,22,268
449995,2,290,22,268
450003,1,292,52,240
450003,2,292,52,240
450021,1,499,108,391
450021,2,499,108,391
450049,1,260,141,119
450049,2,260,141,119
450058,1,1023,183,840
450058,2,1023,183,840
450067,1,653,204,449
450067,2,653,204,449
450076,1,634,86,548
450076,2,634,86,548
450085,1,644,252,392
450085,2,644,252,392
450094,1,1008,561,447
450094,2,1008,561,447
450119,1,468,82,386
450119,2,468,82,386
450128,1,851,71,780
450128,2,851,71,780
450173,1,28811,1799,27012
450173,2,28811,1799,27012
450182,1,344,151,193
450182,2,344,151,193
450191,1,715,162,553
450191,2,715,162,553
450289,1,645,128,517
450289,2,645,128,517
450298,1,485,163,322
450298,2,380,130,250
450298,4,105,33,72
450304,1,227,116,111
450304,4,227,116,111
450377,1,1190,291,899
450377,2,690,175,515
450377,4,500,116,384
450395,1,205,8,197
450395,2,205,8,197
450401,1,637,78,559
450401,2,637,78,559
450456,1,110,26,84
450456,2,105,26,79
450456,4,5,0,5
450465,1,282,102,180
450465,2,282,102,180
450483,1,226,116,110
450483,2,224,114,110
450483,4,2,2,0
450526,1,920,299,621
450526,2,601,201,400
450526,4,319,98,221
450535,1,598,145,453
450535,2,257,69,188
450535,4,341,76,265
450544,1,533,229,304
450544,2,301,131,170
450544,4,232,98,134
450571,1,1419,271,1148
450571,2,1419,271,1148
450599,1,143,9,134
450599,2,143,9,134
450605,1,177,14,163
450605,2,177,14,163
450614,1,155,5,150
450614,2,155,5,150
450632,1,212,40,172
450632,2,212,40,172
450641,1,237,22,215
450641,2,237,22,215
450650,1,365,21,344
450650,2,365,21,344
450669,1,145,110,35
450669,2,145,110,35
450678,1,82,14,68
450678,2,82,14,68
450696,1,975,124,851
450696,2,975,124,851
450702,1,901,148,753
450702,2,901,148,753
450711,1,133,109,24
450711,2,133,109,24
450720,1,417,14,403
450720,2,417,14,403
450739,1,233,9,224
450739,2,233,9,224
450757,1,163,6,157
450757,2,163,6,157
450766,1,200,65,135
450766,2,41,10,31
450766,4,159,55,104
450933,1,35524,22223,13301
450933,2,26092,16929,9163
450933,4,9432,5294,4138
450942,1,722,327,395
450942,4,722,327,395
450951,1,152,94,58
450951,2,152,94,58
450960,1,164,24,140
450960,2,164,24,140
450979,1,11700,7334,4366
450979,2,7124,4737,2387
450979,4,4576,2597,1979
450988,1,341,62,279
450988,2,341,62,279
451006,1,192,64,128
451006,2,192,64,128
451033,1,12,0,12
451033,2,12,0,12
451042,1,76,4,72
451042,2,76,4,72
451051,1,115,16,99
451051,2,115,16,99
451060,1,432,279,153
451060,2,402,260,142
451060,4,30,19,11
451079,1,83,13,70
451079,4,83,13,70
451097,1,239,81,158
451097,2,239,81,158
451103,1,1770,493,1277
451103,2,1770,493,1277
451121,1,184,14,170
451121,2,184,14,170
451130,1,220,133,87
451130,4,220,133,87
451149,1,847,56,791
451149,2,847,56,791
451158,1,897,49,848
451158,2,897,49,848
451167,1,202,92,110
451167,2,202,92,110
451194,1,64,11,53
451194,2,64,11,53
451228,1,389,347,42
451228,2,389,347,42
451237,1,170,5,165
451237,2,170,5,165
451255,1,89,7,82
451255,2,89,7,82
451264,1,196,44,152
451264,2,196,44,152
451282,1,173,3,170
451282,2,173,3,170
451291,1,28,5,23
451291,2,28,5,23
451307,1,105,1,104
451307,2,105,1,104
451334,1,305,99,206
451334,2,305,99,206
451343,1,194,7,187
451343,2,194,7,187
451352,1,569,54,515
451352,2,569,54,515
451361,1,38,9,29
451361,2,38,9,29
451370,1,66,66,0
451370,2,66,66,0
451398,1,234,234,0
451398,2,234,234,0
451404,1,363,363,0
451404,2,363,363,0
451413,1,436,188,248
451413,2,436,188,248
451459,1,219,63,156
451459,2,219,63,156
451468,1,296,4,292
451468,2,296,4,292
451477,1,432,364,68
451477,2,432,364,68
451495,1,45,3,42
451495,2,45,3,42
451501,1,364,125,239
451501,2,364,125,239
451510,1,393,208,185
451510,4,393,208,185
451529,1,94,2,92
451529,2,94,2,92
451538,1,265,226,39
451538,2,265,226,39
451547,1,54,5,49
451547,2,54,5,49
451556,1,2705,1040,1665
451556,2,2705,1040,1665
451565,1,274,13,261
451565,2,274,13,261
451574,1,183,2,181
451574,2,183,2,181
451583,1,785,507,278
451583,2,785,507,278
451617,1,42,1,41
451617,2,42,1,41
451626,1,129,24,105
451626,2,129,24,105
451635,1,79,17,62
451635,2,79,17,62
451644,1,18,5,13
451644,2,18,5,13
451653,1,25,1,24
451653,2,25,1,24
451662,1,11193,4175,7018
451662,2,11193,4175,7018
451671,1,2379,943,1436
451671,2,2154,868,1286
451671,4,225,75,150
451699,1,1155,256,899
451699,2,1155,256,899
451705,1,75,30,45
451705,2,75,30,45
451714,1,416,39,377
451714,2,416,39,377
451741,1,777,242,535
451741,2,777,242,535
451750,1,1224,124,1100
451750,2,1224,124,1100
451769,1,258,88,170
451769,2,258,88,170
451796,1,1144,529,615
451796,2,1144,529,615
451820,1,1423,812,611
451820,2,1423,812,611
451848,1,289,152,137
451848,2,289,152,137
451857,1,459,78,381
451857,2,459,78,381
451866,1,477,102,375
451866,2,477,102,375
451875,1,201,51,150
451875,2,201,51,150
451884,1,267,82,185
451884,2,267,82,185
451909,1,954,72,882
451909,2,954,72,882
451918,1,174,10,164
451918,2,174,10,164
452009,1,98,2,96
452009,2,98,2,96
452018,1,229,103,126
452018,2,229,103,126
452027,1,710,366,344
452027,2,710,366,344
452036,1,414,204,210
452036,2,414,204,210
452045,1,523,282,241
452045,2,523,282,241
452054,1,377,205,172
452054,2,377,205,172
452063,1,1013,544,469
452063,2,1013,544,469
452072,1,216,8,208
452072,2,216,8,208
452081,1,856,31,825
452081,2,856,31,825
452090,1,301,120,181
452090,2,121,40,81
452090,4,180,80,100
452106,1,90,88,2
452106,2,90,88,2
452115,1,1113,160,953
452115,2,1113,160,953
452124,1,569,172,397
452124,2,569,172,397
452373,1,700,88,612
452373,2,700,88,612
452771,1,25,1,24
452771,2,25,1,24
452780,1,28,0,28
452780,2,28,0,28
452887,1,137,121,16
452887,2,137,121,16
452948,1,622,86,536
452948,2,622,86,536
453109,1,232,95,137
453109,2,232,95,137
453163,1,7244,1930,5314
453163,2,5154,1450,3704
453163,4,2090,480,1610
453215,1,1421,453,968
453215,2,1129,351,778
453215,4,292,102,190
453297,1,47,17,30
453297,2,47,17,30
453455,1,190,47,143
453455,2,190,47,143
453464,1,256,34,222
453464,2,256,34,222
453473,1,170,33,137
453473,2,170,33,137
453552,1,348,68,280
453552,2,348,68,280
453747,1,246,30,216
453747,2,246,30,216
453756,1,173,120,53
453756,2,173,120,53
453792,1,280,30,250
453792,2,280,30,250
453817,1,279,266,13
453817,2,279,266,13
454184,1,580,216,364
454184,2,580,216,364
454227,1,34828,3405,31423
454227,2,23326,2284,21042
454227,4,11502,1121,10381
454236,1,1030,129,901
454236,2,1030,129,901
454245,1,865,142,723
454245,2,865,142,723
454306,1,324,49,275
454306,2,324,49,275
454458,1,205,79,126
454458,2,205,79,126
454537,1,53,4,49
454537,2,53,4,49
454546,1,108,7,101
454546,2,108,7,101
454555,1,295,17,278
454555,2,295,17,278
454573,1,349,16,333
454573,2,349,16,333
454582,1,542,213,329
454582,2,467,182,285
454582,4,75,31,44
454591,1,113,32,81
454591,2,113,32,81
454607,1,403,18,385
454607,2,403,18,385
454616,1,316,264,52
454616,2,316,264,52
454625,1,718,110,608
454625,2,718,110,608
454652,1,191,3,188
454652,2,191,3,188
454689,1,978,499,479
454689,2,8,2,6
454689,4,970,497,473
454698,1,463,150,313
454698,2,463,150,313
454722,1,70,25,45
454722,2,70,25,45
454740,1,239,64,175
454740,2,239,64,175
454759,1,67,55,12
454759,2,67,55,12
454768,1,298,18,280
454768,2,298,18,280
454777,1,299,21,278
454777,2,299,21,278
454786,1,1907,885,1022
454786,2,1907,885,1022
454795,1,370,84,286
454795,2,370,84,286
454801,1,151,20,131
454801,2,151,20,131
454810,1,637,340,297
454810,2,637,340,297
454829,1,3702,931,2771
454829,2,1790,322,1468
454829,4,1912,609,1303
454838,1,42,12,30
454838,4,42,12,30
454847,1,97,16,81
454847,2,97,16,81
454856,1,981,140,841
454856,2,981,140,841
454865,1,567,109,458
454865,2,567,109,458
454874,1,104,5,99
454874,2,104,5,99
454883,1,514,18,496
454883,2,514,18,496
454892,1,43,2,41
454892,2,43,2,41
454908,1,369,161,208
454908,2,369,161,208
454917,1,458,65,393
454917,2,458,65,393
454926,1,475,28,447
454926,2,475,28,447
454935,1,70,0,70
454935,2,70,0,70
454944,1,183,7,176
454944,2,183,7,176
454953,1,40,0,40
454953,2,40,0,40
454962,1,54,2,52
454962,2,54,2,52
454971,1,285,11,274
454971,2,285,11,274
454980,1,149,6,143
454980,2,149,6,143
454999,1,195,7,188
454999,2,195,7,188
455008,1,223,12,211
455008,2,223,12,211
455017,1,27,1,26
455017,2,27,1,26
455026,1,157,144,13
455026,2,157,144,13
455035,1,71,44,27
455035,2,71,44,27
455053,1,68,8,60
455053,2,68,8,60
455062,1,105,2,103
455062,2,105,2,103
455071,1,100,24,76
455071,2,100,24,76
455080,1,192,12,180
455080,2,192,12,180
455099,1,99,69,30
455099,4,99,69,30
455105,1,128,2,126
455105,2,128,2,126
455114,1,13790,5968,7822
455114,2,13790,5968,7822
455141,1,372,13,359
455141,2,372,13,359
455169,1,1054,378,676
455169,4,1054,378,676
455178,1,87,31,56
455178,4,87,31,56
455187,1,118,15,103
455187,2,118,15,103
455196,1,3257,338,2919
455196,2,3257,338,2919
455202,1,596,110,486
455202,2,596,110,486
455211,1,273,15,258
455211,2,273,15,258
455220,1,74,2,72
455220,2,74,2,72
455239,1,108,2,106
455239,2,108,2,106
455257,1,428,428,0
455257,2,428,428,0
455275,1,427,13,414
455275,2,427,13,414
455284,1,352,16,336
455284,2,352,16,336
455327,1,157,29,128
455327,2,157,29,128
455336,1,317,276,41
455336,2,317,276,41
455345,1,57,7,50
455345,2,57,7,50
455354,1,371,19,352
455354,2,371,19,352
455381,1,165,1,164
455381,2,165,1,164
455390,1,462,62,400
455390,2,462,62,400
455406,1,495,255,240
455406,4,495,255,240
455433,1,332,52,280
455433,4,332,52,280
455460,1,353,52,301
455460,2,353,52,301
455479,1,1005,154,851
455479,2,1005,154,851
455488,1,553,148,405
455488,2,553,148,405
455512,1,4678,1818,2860
455512,2,4678,1818,2860
455549,1,162,19,143
455549,2,162,19,143
455558,1,341,143,198
455558,2,341,143,198
455567,1,521,276,245
455567,2,521,276,245
455585,1,124,24,100
455585,2,124,24,100
455600,1,418,96,322
455600,2,418,96,322
455619,1,740,155,585
455619,2,740,155,585
455628,1,807,276,531
455628,2,807,276,531
455655,1,731,192,539
455655,2,731,192,539
455664,1,2970,520,2450
455664,2,91,12,79
455664,4,2879,508,2371
455707,1,46,7,39
455707,2,46,7,39
455716,1,1256,406,850
455716,2,1256,406,850
455725,1,618,20,598
455725,2,618,20,598
455734,1,259,57,202
455734,2,259,57,202
455752,1,198,193,5
455752,2,198,193,5
455761,1,475,15,460
455761,2,475,15,460
455770,1,161,85,76
455770,2,161,85,76
455798,1,123,18,105
455798,2,123,18,105
455804,1,124,80,44
455804,4,124,80,44
455813,1,71,43,28
455813,4,71,43,28
455831,1,383,115,268
455831,2,383,115,268
455840,1,234,20,214
455840,2,234,20,214
455859,1,302,6,296
455859,2,302,6,296
455868,1,364,37,327
455868,2,364,37,327
455877,1,282,21,261
455877,2,282,21,261
455886,1,182,6,176
455886,2,182,6,176
455895,1,273,5,268
455895,2,273,5,268
455901,1,332,18,314
455901,2,332,18,314
455910,1,90,12,78
455910,2,90,12,78
455929,1,85,5,80
455929,2,85,5,80
455947,1,183,9,174
455947,2,183,9,174
455956,1,300,66,234
455956,2,300,66,234
455965,1,202,13,189
455965,2,202,13,189
455974,1,153,9,144
455974,2,153,9,144
455983,1,650,255,395
455983,2,650,255,395
455992,1,482,152,330
455992,4,482,152,330
456001,1,77,74,3
456001,2,77,74,3
456010,1,137,64,73
456010,2,137,64,73
456029,1,204,16,188
456029,2,204,16,188
456038,1,913,102,811
456038,2,913,102,811
456056,1,741,99,642
